"SAMPLE","DateTime","DATE","TIME","Timepoint","CYT","CYTSN","OP","FSC-A_Gain","FSC-H_Gain","FSC-W_Gain","SSC-A_Gain","SSC-H_Gain","SSC-W_Gain","B530-A_Gain","B585-A_Gain","B695-A_Gain","B780-A_Gain","R670-A_Gain","R780-A_Gain","FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","B530-A","B585-A","B695-A","B780-A","R670-A","R780-A","Blue_LaserDelay","Red_LaserDelay","Blue_AreaScalingFactor","Red_AreaScalingFactor"
"07-NOV-2023",2023-11-07 14:33:48,"2023-11-07","14H 33M 48S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,108153.421875,67154.3671875,105551,95924.75,66974.96875,93855,11391.2001953125,9970.2001953125,10131.150390625,9063.9501953125,10696.3994140625,10002.19921875,NA,NA,NA,NA
"03-NOV-2023",2023-11-03 12:05:20,"2023-11-03","12H 5M 20S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,108710.02734375,67198.2734375,106025,97297.90234375,67240.58984375,94804.5,11571,10104.3256835938,10026.75,8521.650390625,10853.69921875,9120.14990234375,NA,NA,NA,NA
"01-NOV-2023",2023-11-01 14:28:32,"2023-11-01","14H 28M 32S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,108579.359375,67222.1875,105892,100311,67383.0234375,97751,11856.650390625,10416.80078125,11430.3505859375,12149.55078125,11372.3994140625,13052,NA,NA,NA,NA
"30-OCT-2023",2023-10-30 12:29:42,"2023-10-30","12H 29M 42S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,104855.640625,67138.84375,102391,91618.25,66838.7890625,89912,11001.150390625,9635.25,9722.25,8582.5498046875,10271.2998046875,9237.7998046875,NA,NA,NA,NA
"27-OCT-2023",2023-10-27 10:18:41,"2023-10-27","10H 18M 41S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,105375.51171875,67219.8125,102832.5,89970.328125,66891.1875,88209.5,11098.30078125,9636.7001953125,9432.25,7496.50048828125,10324.599609375,8000.849609375,NA,NA,NA,NA
"26-OCT-2023",2023-10-26 13:36:00,"2023-10-26","13H 36M 0S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,104637.09375,67030.0078125,102311,90746.8046875,66817,89042,11117.150390625,9691.80078125,9590.30078125,7772.00048828125,10314.19921875,8231.599609375,NA,NA,NA,NA
"25-OCT-2023",2023-10-25 10:07:19,"2023-10-25","10H 7M 19S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,108062.28125,67066.0703125,105647,93356.8046875,66805.328125,91652,11234.6005859375,9831,10187.7001953125,9243.75,10701.599609375,10019.099609375,NA,NA,NA,NA
"20-OCT-2023",2023-10-20 09:59:45,"2023-10-20","9H 59M 45S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,105342.9609375,67049.2421875,102959,89379.453125,66609.88671875,88034.5,10954.75,9506.2001953125,9800.55078125,8776.8505859375,10526.099609375,9757.7998046875,NA,NA,NA,NA
"19-OCT-2023",2023-10-19 12:47:07,"2023-10-19","12H 47M 7S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,106025.578125,66958.8828125,103817,89415.703125,66415.234375,88319,10963.4501953125,9494.6005859375,9890.4501953125,9072.650390625,10524.7998046875,9987.8994140625,NA,NA,NA,NA
"18-OCT-2023",2023-10-18 10:33:51,"2023-10-18","10H 33M 51S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,106692.390625,66889.796875,104526,88609.5,66260.4140625,87682,11020,9606.25,9897.7001953125,9193,10465,9935.8994140625,NA,NA,NA,NA
"17-OCT-2023",2023-10-17 09:48:43,"2023-10-17","9H 48M 43S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,108537.5078125,67032.5234375,106174,93442.3515625,66750.3984375,91834,11363.650390625,9938.30078125,10034,8225.8505859375,10467.599609375,8340.7998046875,NA,NA,NA,NA
"16-OCT-2023",2023-10-16 13:56:08,"2023-10-16","13H 56M 8S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,105016.06640625,66844.09375,103040,85700.078125,66335.671875,84789.5,10737.25,9332.2001953125,9796.2001953125,9427.900390625,10276.5,10203.0493164062,NA,NA,NA,NA
"13-OCT-2023",2023-10-13 09:49:48,"2023-10-13","9H 49M 48S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,109844.62890625,67187.38671875,107252,92628.1796875,67316.125,90211.5,11455,9958.6005859375,10412.4501953125,9803.4501953125,10609.2998046875,10197.19921875,NA,NA,NA,NA
"12-OCT-2023",2023-10-12 11:32:43,"2023-10-12","11H 32M 43S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,112438.39453125,67442.01953125,109328.5,96483.7265625,67803.51171875,93334.5,11672.5,10134.775390625,10863.400390625,10386.3505859375,10890.7495117188,10743.1997070312,NA,NA,NA,NA
"11-OCT-2023",2023-10-11 12:56:29,"2023-10-11","12H 56M 29S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,108256.6484375,67182.94140625,105666.5,92328.02734375,67413.17578125,89925,11130.2001953125,9710.650390625,10336.3256835938,9958.6005859375,10728.8994140625,10589.7998046875,NA,NA,NA,NA
"10-OCT-2023",2023-10-10 11:53:32,"2023-10-10","11H 53M 32S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,107577.75,67155.734375,105056,88042.5546875,67078.796875,86122,10970.7001953125,9514.900390625,10135.5,9744,10488.3994140625,10426,NA,NA,NA,NA
"09-OCT-2023",2023-10-09 10:37:59,"2023-10-09","10H 37M 59S","Unknown","2.16.0","Unknown","",530,530,530,368,368,368,433,470,460,563,444,459,110109.2109375,67186.66015625,107503.5,92409.953125,67141.28515625,90361.5,11269.400390625,9874.5,9951.3505859375,8304.150390625,10240.099609375,8158.7998046875,NA,NA,NA,NA
"06-OCT-2023",2023-10-06 10:25:06,"2023-10-06","10H 25M 6S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,102757.5625,67084.0234375,100764,87153.703125,67022.1640625,85483,10585,9243.75,9300.30078125,7635.7001953125,10028.19921875,8005.39990234375,NA,NA,NA,NA
"05-OCT-2023",2023-10-05 09:49:14,"2023-10-05","9H 49M 14S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,101667.6015625,67115.0234375,99376.5,90044.27734375,66872.96875,88367.5,10732.1752929688,9398.900390625,9517.80078125,7863.35009765625,10420.7998046875,8281,NA,NA,NA,NA
"04-OCT-2023",2023-10-04 10:23:06,"2023-10-04","10H 23M 6S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,100825.0234375,67053.7890625,98614,86045.90625,66678.984375,84560,10538.6005859375,9200.25,9303.2001953125,7750.25048828125,10086.69921875,8058.69970703125,NA,NA,NA,NA
"03-OCT-2023",2023-10-03 09:54:34,"2023-10-03","9H 54M 34S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,101611.8046875,66854.015625,99693,84787.3046875,66286.40625,83924,10415.3505859375,9019,9082.80078125,7686.4501953125,9786.3994140625,7859.7998046875,NA,NA,NA,NA
"02-OCT-2023",2023-10-02 11:27:36,"2023-10-02","11H 27M 36S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,99175.203125,66820.03125,97331,85695,66376.96875,84655,10234.1005859375,9005.9501953125,9068.30078125,7560.30029296875,9994.3994140625,8082.099609375,NA,NA,NA,NA
"31-AUG-2023",2023-08-31 11:35:31,"2023-08-31","11H 35M 31S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,100566.484375,66829.515625,98666,88296.3046875,66356.078125,87243,10241.3505859375,9204.6005859375,10560.3505859375,9671.5,12091.2998046875,10575.5,NA,NA,NA,NA
"28-AUG-2023",2023-08-28 13:21:13,"2023-08-28","13H 21M 13S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,100837.109375,67201.65625,98538,91450.0546875,67116.1875,89508,10474.80078125,9462.7001953125,10985.2001953125,10611.1005859375,12389,11839.099609375,NA,NA,NA,NA
"25-AUG-2023",2023-08-25 10:31:45,"2023-08-25","10H 31M 45S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,101466.25390625,66975.84765625,99371,87187.0546875,66472.6171875,86128,10229.75,9177.05078125,10957.650390625,11074.3754882812,12375.349609375,12532.6499023438,NA,NA,NA,NA
"24-AUG-2023",2023-08-24 10:03:28,"2023-08-24","10H 3M 28S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,103641.9921875,66912.671875,101577,88996.65625,66513.6171875,87787,10522.650390625,9471.400390625,11334.650390625,11523.150390625,12359.099609375,12615.19921875,NA,NA,NA,NA
"23-AUG-2023",2023-08-23 09:55:16,"2023-08-23","9H 55M 16S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,100424.65625,66891.10546875,98494,88080.25390625,66373.87109375,86981,10213.80078125,9204.6005859375,11094.6752929688,11422.3754882812,12278.5,12610,NA,NA,NA,NA
"21-AUG-2023",2023-08-21 12:06:34,"2023-08-21","12H 6M 34S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,99914.55078125,66971.53515625,97965,85436.90234375,66455.3125,84353,10148.55078125,9158.2001953125,11167.900390625,11452.8256835938,12571,13179.3994140625,NA,NA,NA,NA
"18-AUG-2023",2023-08-18 11:40:35,"2023-08-18","11H 40M 35S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,100998.9296875,67091.33203125,98567.5,88280.3515625,66426.515625,87218.5,10285.5756835938,9211.12548828125,11186.025390625,11465.8754882812,12281.7495117188,12767.2998046875,NA,NA,NA,NA
"17-AUG-2023",2023-08-17 10:34:21,"2023-08-17","10H 34M 21S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,100383.2734375,66933.484375,98255,85146.90625,66193.5703125,84304,10119.55078125,9091.5,10959.1005859375,11369.4501953125,12311,12863.5,NA,NA,NA,NA
"16-AUG-2023",2023-08-16 10:29:41,"2023-08-16","10H 29M 41S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,101884.2890625,67047.9921875,99660,89697,66624.3203125,88284,10390.7001953125,9371.3505859375,11304.2001953125,11684.1005859375,12659.3994140625,13247,NA,NA,NA,NA
"15-AUG-2023",2023-08-15 13:34:54,"2023-08-15","13H 34M 54S","Unknown","FACSCantoII","V96100817","Administrator",530,530,530,368,368,368,433,470,460,563,444,459,98949.2109375,67002.5703125,96885,85268.703125,66475.8046875,84058,9996.30078125,9032.05078125,10785.1005859375,11276.650390625,12056.19921875,12767.2998046875,0,28.53,1.45,1.3
"09-AUG-2023",2023-08-09 13:32:03,"2023-08-09","13H 32M 3S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,102252.5703125,66969.75,100065,89598.40625,66462.921875,88500,10339.9501953125,9377.150390625,11492.7001953125,12532.3505859375,12524.19921875,14463.7998046875,NA,NA,NA,NA
"07-AUG-2023",2023-08-07 12:59:48,"2023-08-07","12H 59M 48S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,106969.53125,67138.05859375,104570,93693.9296875,66948.453125,91732,10861.9501953125,9825.2001953125,12326.4501953125,13503.8505859375,13039,15195.0493164062,NA,NA,NA,NA
"04-AUG-2023",2023-08-04 10:00:51,"2023-08-04","10H 0M 51S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,104580.82421875,66882.53515625,102543.5,87833.75,66315.5546875,86858.5,10521.9252929688,9454,11473.1254882812,11838.525390625,12482.599609375,13132.599609375,NA,NA,NA,NA
"31-JUL-2023",2023-07-31 12:46:39,"2023-07-31","12H 46M 39S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,104061.421875,66870.359375,102044,87210.25,66235.953125,86330,10479.150390625,9435.150390625,11488.3505859375,11895.80078125,12486.5,13241.7998046875,NA,NA,NA,NA
"28-JUL-2023",2023-07-28 11:12:10,"2023-07-28","11H 12M 10S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,102660.37890625,66881.2890625,100658,87843.90234375,66265.71484375,86931,10326.900390625,9311.900390625,11191.8256835938,11182.400390625,12435.7998046875,12742.599609375,NA,NA,NA,NA
"27-JUL-2023",2023-07-27 12:53:30,"2023-07-27","12H 53M 30S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,102322.3203125,66893.25,100303,86551.953125,66295.71875,85673,10255.8505859375,9251,11199.80078125,11531.8505859375,12386.3994140625,13132.599609375,NA,NA,NA,NA
"26-JUL-2023",2023-07-26 13:08:29,"2023-07-26","13H 8M 29S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,103505.28125,66760.87890625,101612.5,84573.42578125,66011.2890625,84035,10306.6005859375,9261.150390625,11323.0502929688,12023.400390625,12535.8994140625,13984.7495117188,NA,NA,NA,NA
"25-JUL-2023",2023-07-25 12:05:24,"2023-07-25","12H 5M 24S","Unknown","FACSCantoII","V96100817","Administrator",530,530,530,368,368,368,433,470,460,563,444,459,106906.2890625,66904.79296875,104757,87812.7265625,66326.55078125,86821,10710.4252929688,9619.30078125,11743.55078125,12493.9252929688,12721.7998046875,14357.8491210938,0,28.53,1.45,1.3
"24-JUL-2023",2023-07-24 15:14:48,"2023-07-24","15H 14M 48S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,102262.3359375,66968.046875,100166,86805.703125,66363.94921875,85824,10339.9501953125,9379.32568359375,11613.775390625,12781.7504882812,12695.7998046875,14710.7998046875,NA,NA,NA,NA
"17-JUL-2023",2023-07-17 13:42:06,"2023-07-17","13H 42M 6S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,104751.484375,67045.8984375,102480,87826.5,66691.9453125,86408,10645.900390625,9599,11830.55078125,12230.75,12862.19921875,13947.69921875,NA,NA,NA,NA
"14-JUL-2023",2023-07-14 09:58:53,"2023-07-14","9H 58M 53S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,102966.34765625,66762.45703125,101144.5,81714.75390625,66084.92578125,81088,10351.55078125,9295.9501953125,11219.3754882812,11447.025390625,12542.3994140625,12925.8994140625,NA,NA,NA,NA
"13-JUL-2023",2023-07-13 15:02:51,"2023-07-13","15H 2M 51S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,104509.6796875,66803.9609375,102539,84723.5,66114.359375,84043,10460.30078125,9427.900390625,11362.2001953125,11626.1005859375,12538.5,12987,NA,NA,NA,NA
"06-JUL-2023",2023-07-06 11:40:41,"2023-07-06","11H 40M 41S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,102359.5234375,66830.1953125,100266,78518.953125,66182.2890625,77629,10463.2001953125,9411.9501953125,11626.1005859375,12780.30078125,12714,14752.3994140625,NA,NA,NA,NA
"05-JUL-2023",2023-07-05 11:11:00,"2023-07-05","11H 11M 0S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,96786.49609375,66781.98828125,94763.5,70546.12890625,65774.51171875,70421.5,9717.900390625,8760.900390625,10871.3754882812,12299.6254882812,12558,14730.2998046875,NA,NA,NA,NA
"30-JUN-2023",2023-06-30 09:18:21,"2023-06-30","9H 18M 21S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,107128.5625,66886.4921875,104989,93936.8046875,66340.9453125,92767,10616.900390625,9614.9501953125,12065.4501953125,13667.7001953125,12959.69921875,15597.3994140625,NA,NA,NA,NA
"29-JUN-2023",2023-06-29 09:54:57,"2023-06-29","9H 54M 57S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,106551.9609375,66888.125,104436,96085.703125,66290.6015625,94981,10582.1005859375,9607.7001953125,12314.8505859375,14205.650390625,13215.7998046875,16287.69921875,NA,NA,NA,NA
"28-JUN-2023",2023-06-28 11:37:08,"2023-06-28","11H 37M 8S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,102346.50390625,66802.96875,100388.5,87880.87890625,65937.7734375,87464.5,9994.8505859375,9032.05078125,11503.5756835938,13660.4501953125,12461.1499023438,15562.2998046875,NA,NA,NA,NA
"28-JUN-2023",2023-06-28 10:29:12,"2023-06-28","10H 29M 12S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,106497.55859375,66904.359375,104351.5,94781.42578125,66272.66796875,93874,10518.30078125,9567.1005859375,12277.150390625,14291.9252929688,12862.19921875,15967.8994140625,NA,NA,NA,NA
"27-JUN-2023",2023-06-27 12:55:29,"2023-06-27","12H 55M 29S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,109970.17578125,66962.1640625,107623,99670.10546875,66559.2265625,98185,10888.775390625,9909.30078125,12616.4501953125,14572.5004882812,13195,16348.7998046875,NA,NA,NA,NA
"23-JUN-2023",2023-06-23 10:07:48,"2023-06-23","10H 7M 48S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,105527.56640625,66718.3984375,103781.5,95649.25390625,66019.3515625,95067.5,10597.3256835938,9591.025390625,10432.025390625,8330.25,12246,8901.099609375,NA,NA,NA,NA
"21-JUN-2023",2023-06-21 11:08:53,"2023-06-21","11H 8M 53S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,114420.6875,67040.765625,111849,102355.5,66721.234375,100688,11368,10357.3505859375,12465.650390625,12396.05078125,13380.8994140625,13786.4990234375,NA,NA,NA,NA
"16-JUN-2023",2023-06-16 10:56:21,"2023-06-16","10H 56M 21S","Unknown","2.16.0","Unknown","",530,530,530,368,368,368,433,470,460,563,444,459,117729.6328125,67028.1875,115195,107239.1015625,66617.6953125,105621,11717.4501953125,10631.400390625,13016.650390625,13508.2001953125,13522.599609375,14740.69921875,NA,NA,NA,NA
"15-JUN-2023",2023-06-15 09:39:01,"2023-06-15","9H 39M 1S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,112158,66698.22265625,110266.5,100317.52734375,65958.59765625,99896.5,11089.6005859375,10044.150390625,12281.5,12980.400390625,12987,14268.7998046875,NA,NA,NA,NA
"14-JUN-2023",2023-06-14 09:53:50,"2023-06-14","9H 53M 50S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,113159.609375,66732.828125,111254.5,103051.5,66040.57421875,102334.5,11239.6752929688,10200.75,12475.0756835938,13208.05078125,13040.2998046875,14524.8994140625,NA,NA,NA,NA
"08-JUN-2023",2023-06-08 10:32:43,"2023-06-08","10H 32M 43S","Unknown","FACSCantoII","V96100817","Administrator",530,530,530,368,368,368,433,470,460,563,444,459,113495.8046875,66593.9921875,111703,107441.28125,66726.5625,105679,11714.400390625,10630.080078125,12926.880859375,13690.080078125,13609.58984375,14995.5693359375,0,28.56,1.44,1.31
"07-JUN-2023",2023-06-07 10:02:32,"2023-06-07","10H 2M 32S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,111667.765625,66493.796875,110034,105877.4453125,66500.1484375,104447,11512.80078125,10503.3603515625,12813.1201171875,13644.0009765625,13589.939453125,14991.6396484375,NA,NA,NA,NA
"05-JUN-2023",2023-06-05 14:43:36,"2023-06-05","14H 43M 36S","Unknown","2.16.0","Unknown","",530,530,530,368,368,368,433,470,460,563,444,459,115780.16015625,66718.72265625,113780,111013.203125,67051.9375,108677.5,12079.4404296875,10984.3203125,13452.48046875,14240.8803710938,13765.4794921875,15465.859375,NA,NA,NA,NA
"02-JUN-2023",2023-06-02 09:30:00,"2023-06-02","9H 30M 0S","Unknown","2.16.0","Unknown","",530,530,530,368,368,368,433,470,460,563,444,459,111667.765625,66497.4375,110063,104509.4453125,66398,103271,11586.240234375,10519.2001953125,12553.9208984375,12637.4404296875,13401.2998046875,13832.2890625,NA,NA,NA,NA
