"SAMPLE","DateTime","DATE","TIME","Timepoint","CYT","CYTSN","OP","FSC-A_Gain","FSC-H_Gain","FSC-W_Gain","SSC-A_Gain","SSC-H_Gain","SSC-W_Gain","B530-A_Gain","B585-A_Gain","B695-A_Gain","B780-A_Gain","R670-A_Gain","R780-A_Gain","FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","B530-A","B585-A","B695-A","B780-A","R670-A","R780-A","Blue_LaserDelay","Red_LaserDelay","Blue_AreaScalingFactor","Red_AreaScalingFactor"
"26-MAY-2023",2023-05-26 10:12:08,"2023-05-26","10H 12M 8S","Unknown","2.16.0","Unknown","",530,530,530,368,368,368,433,470,460,563,444,459,110257.3984375,66227.671875,109072,100149.125,65925.1953125,99649,11399.0400390625,10139.0400390625,9853.919921875,5997.60009765625,11892.1796875,5339.5595703125,NA,NA,NA,NA
"19-MAY-2023",2023-05-19 10:01:52,"2023-05-19","10H 1M 52S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,109337.3984375,66246.4140625,108264,104896.8046875,66082.234375,104126,11262.240234375,10216.80078125,12278.880859375,12064.3203125,13437.9794921875,13489.0693359375,NA,NA,NA,NA
"17-MAY-2023",2023-05-17 11:30:02,"2023-05-17","11H 30M 2S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,111546.3203125,66304.5703125,110304.5,104300.640625,66202.4375,103394,11469.6005859375,10372.3203125,12540.9609375,12762.0004882812,13294.5346679688,13960.6689453125,NA,NA,NA,NA
"16-MAY-2023",2023-05-16 10:19:23,"2023-05-16","10H 19M 23S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,112853.1796875,66370.77734375,111460,108725.765625,66368.6171875,107623.5,11695.6806640625,10588.3203125,12840.48046875,13050.720703125,13626.619140625,14428.33984375,NA,NA,NA,NA
"15-MAY-2023",2023-05-15 10:07:44,"2023-05-15","10H 7M 44S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,111455.2421875,66211.57421875,110365,103322.8828125,66040.63671875,102793,11458.8002929688,10428.48046875,12533.7607421875,12879.3608398438,13396.0595703125,14296.6845703125,NA,NA,NA,NA
"11-MAY-2023",2023-05-11 09:34:19,"2023-05-11","9H 34M 19S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,112865.6015625,66341.4765625,111484,105423.84375,66149.9921875,104583,11485.4404296875,10493.2802734375,12539.5205078125,12451.6806640625,13460.2490234375,13848.009765625,NA,NA,NA,NA
"10-MAY-2023",2023-05-10 09:49:57,"2023-05-10","9H 49M 57S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,111818.640625,66244.96484375,110586,104158.0859375,65935.6015625,103665,11413.4404296875,10389.6005859375,12814.560546875,13752.0009765625,13586.009765625,14967.404296875,NA,NA,NA,NA
"09-MAY-2023",2023-05-09 09:39:57,"2023-05-09","9H 39M 57S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,111308.9609375,66244.828125,110137,106220.1640625,66027.625,105546,11532.2407226562,10476,13001.7607421875,13893.1201171875,13658.0595703125,15172.4189453125,NA,NA,NA,NA
"08-MAY-2023",2023-05-08 10:33:04,"2023-05-08","10H 33M 4S","Unknown","2.16.0","Unknown","",530,530,530,368,368,368,433,470,460,563,444,459,110822.28125,66441.19921875,109380,105242.40234375,66334.046875,104078,11424.2407226562,10380.9599609375,12778.560546875,13580.640625,13520.509765625,15177.6591796875,NA,NA,NA,NA
"05-MAY-2023",2023-05-05 09:48:20,"2023-05-05","9H 48M 20S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,112435.50390625,66353.375,111104,107983.4453125,66133.703125,107180,11530.8002929688,10464.48046875,13174.560546875,14862.240234375,13752.3798828125,16382.859375,NA,NA,NA,NA
"04-MAY-2023",2023-05-04 10:55:54,"2023-05-04","10H 55M 54S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,112912.5234375,66441.0390625,111453,109580.40625,66482.1796875,108201.5,11602.080078125,10543.6806640625,13232.16015625,14816.16015625,13894.5141601562,16690.708984375,NA,NA,NA,NA
"28-APR-2023",2023-04-28 10:37:22,"2023-04-28","10H 37M 22S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,106484.0234375,65999.80078125,105802.5,97884.00390625,65504.8046875,98079.5,10825.9208984375,9730.80029296875,11141.2802734375,10180.80078125,12438.44921875,11015.7890625,NA,NA,NA,NA
"27-APR-2023",2023-04-27 09:48:36,"2023-04-27","9H 48M 36S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,114143.484375,66270.640625,112885,109500.484375,66219.2421875,108527,11851.2001953125,10781.2802734375,13111.2001953125,13599.3603515625,13592.5595703125,14799.0693359375,NA,NA,NA,NA
"25-APR-2023",2023-04-25 08:51:43,"2023-04-25","8H 51M 43S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,108151.5234375,66177.4296875,107155,107971.203125,65931.4453125,107336,11453.7607421875,10363.6806640625,12404.16015625,12110.400390625,13626.619140625,13673.779296875,NA,NA,NA,NA
"21-APR-2023",2023-04-21 12:00:48,"2023-04-21","12H 0M 48S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,110868.28125,66089.0234375,110061.5,104854.32421875,65841.8984375,104504.5,11597.7607421875,10454.400390625,11544.48046875,9408.96044921875,12750.2294921875,9847.26953125,NA,NA,NA,NA
"20-APR-2023",2023-04-20 11:11:19,"2023-04-20","11H 11M 19S","Unknown","2.16.0","Unknown","",530,530,530,368,368,368,433,470,460,563,444,459,111743.203125,66175.9375,110716,109507.6875,66089.9765625,108720,11682.720703125,10595.5205078125,11623.6806640625,9573.1201171875,12849.7890625,10059.4892578125,NA,NA,NA,NA
"13-APR-2023",2023-04-13 09:31:47,"2023-04-13","9H 31M 47S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,112317.28125,66101.65625,111403,107820.0078125,66000.828125,107138,11816.640625,10677.6005859375,11599.2001953125,9025.919921875,12889.08984375,9188.33984375,NA,NA,NA,NA
"12-APR-2023",2023-04-12 09:38:02,"2023-04-12","9H 38M 2S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,107112.3828125,66068.328125,106262.5,105606.00390625,65894.6796875,105103,11224.80078125,10248.48046875,12183.8403320312,11632.3203125,13347.58984375,13105.89453125,NA,NA,NA,NA
"07-APR-2023",2023-04-07 10:05:59,"2023-04-07","10H 5M 59S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,112670.5625,66032.3046875,111891,106305.125,65798.3359375,106041,11728.80078125,10628.640625,12787.2001953125,13292.640625,13656.7490234375,14751.9091796875,NA,NA,NA,NA
"06-APR-2023",2023-04-06 11:22:26,"2023-04-06","11H 22M 26S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,108766.5390625,66102.1171875,107903,103124.1640625,65958.73046875,102558,11101.6801757812,10061.2802734375,12299.7602539062,12746.880859375,13258.509765625,14425.7197265625,NA,NA,NA,NA
"31-MAR-2023",2023-03-31 11:04:33,"2023-03-31","11H 4M 33S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,105266.86328125,65937.0234375,104576.5,98177.76171875,65540.3828125,98264,11113.9208984375,9838.080078125,10000.80078125,6585.1201171875,12065.099609375,6601.08984375,NA,NA,NA,NA
"30-MAR-2023",2023-03-30 09:39:21,"2023-03-30","9H 39M 21S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,110169.078125,65944.6015625,109469,106781.765625,65585.53125,106844,11711.5205078125,10496.16015625,10586.880859375,6998.400390625,12623.1591796875,6889.28955078125,NA,NA,NA,NA
"29-MAR-2023",2023-03-29 13:27:20,"2023-03-29","13H 27M 20S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,104366.1796875,65967.2109375,103608.5,98115.84375,65598.63671875,98188.5,10931.0400390625,9763.2001953125,9812.16015625,6495.12036132812,12151.5595703125,6731.43481445312,NA,NA,NA,NA
"21-MAR-2023",2023-03-21 09:47:56,"2023-03-21","9H 47M 56S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,106528.640625,65903.59375,105893,104284.8046875,65600.8671875,104196,11020.3203125,10009.4404296875,12312.0009765625,13265.2802734375,13882.0693359375,16089.4189453125,NA,NA,NA,NA
"16-MAR-2023",2023-03-16 10:12:16,"2023-03-16","10H 12M 16S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,109762.90234375,65997.4296875,109002,106746.484375,65862.59375,106140,11526.48046875,10422.720703125,10722.240234375,7443.3603515625,12803.2846679688,7588.82958984375,NA,NA,NA,NA
"06-MAR-2023",2023-03-06 10:16:50,"2023-03-06","10H 16M 50S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,110965.33984375,65935.28125,110282.5,102635.28515625,65716.4609375,102385,11427.8408203125,10467.3603515625,13121.2802734375,14402.880859375,13825.7392578125,15849.689453125,NA,NA,NA,NA
"03-MAR-2023",2023-03-03 12:03:59,"2023-03-03","12H 3M 59S","Unknown","2.16.0","Unknown","",530,530,530,368,368,368,433,470,460,563,444,459,108011.68359375,65932.859375,107417,98797.68359375,65754.65234375,98530.5,11255.0400390625,10131.1206054688,10212.48046875,6644.16015625,12270.1142578125,6297.82470703125,NA,NA,NA,NA
"24-FEB-2023",2023-02-24 10:32:32,"2023-02-24","10H 32M 32S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,110688.8828125,66058.07421875,109830,104279.04296875,65844.9609375,103885,11436.48046875,10412.640625,12342.240234375,11888.640625,13475.9697265625,13021.3994140625,NA,NA,NA,NA
"23-FEB-2023",2023-02-23 11:57:59,"2023-02-23","11H 57M 59S","Unknown","2.16.0","Unknown","",530,530,530,368,368,368,433,470,460,563,444,459,107543.86328125,65974.33203125,106825,99738.00390625,65657.53515625,99662,11017.4404296875,10013.7607421875,12083.0400390625,11902.3203125,13196.939453125,12989.958984375,NA,NA,NA,NA
"20-FEB-2023",2023-02-20 12:47:02,"2023-02-20","12H 47M 2S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,109975.8828125,66006.984375,109259,100897.921875,65888.1171875,100399,11291.0400390625,10231.2001953125,12238.560546875,12107.5205078125,13038.4296875,12997.8193359375,NA,NA,NA,NA
"17-FEB-2023",2023-02-17 10:48:31,"2023-02-17","10H 48M 31S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,112060.140625,66245.21875,111037,102594.24609375,66362.30859375,101592,11530.80078125,10404.0004882812,10436.400390625,6420.240234375,12059.859375,5577.32470703125,NA,NA,NA,NA
"15-FEB-2023",2023-02-15 10:10:03,"2023-02-15","10H 10M 3S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,105101.26171875,66033.2109375,104266.5,101477.52734375,65854.83203125,100989,10980.7202148438,10072.0805664062,11658.240234375,10442.880859375,13001.7490234375,11753.3193359375,NA,NA,NA,NA
"14-FEB-2023",2023-02-14 12:45:20,"2023-02-14","12H 45M 20S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,102930.5234375,65993.75,102171,101017.4453125,65780.96875,100669,10779.8408203125,9878.400390625,12268.80078125,12546.720703125,13563.7392578125,14738.8095703125,NA,NA,NA,NA
"09-FEB-2023",2023-02-09 10:41:55,"2023-02-09","10H 41M 55S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,100346.2421875,65982.6796875,99595,97384.3203125,65746.2578125,97052,10454.400390625,9547.2001953125,11795.0400390625,11839.6806640625,13238.859375,13998.6591796875,NA,NA,NA,NA
"06-FEB-2023",2023-02-06 09:48:14,"2023-02-06","9H 48M 14S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,103993.125,66169.3515625,102903,101184.484375,66100.953125,100374,10969.9208984375,10019.5205078125,12408.48046875,12592.80078125,13634.4794921875,14797.759765625,NA,NA,NA,NA
"01-FEB-2023",2023-02-01 10:36:58,"2023-02-01","10H 36M 58S","Unknown","2.16.0","Unknown","",530,530,530,368,368,368,433,470,460,563,444,459,109529.6796875,66031.82421875,108645,106547.765625,65890.3203125,106099,11473.9208984375,10423.4404296875,12279.6005859375,11388.2407226562,13343.6591796875,12476.439453125,NA,NA,NA,NA
"31-JAN-2023",2023-01-31 11:26:43,"2023-01-31","11H 26M 43S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,111168.203125,66121.22265625,110261,107821.4453125,66007.12109375,107156.5,11643.8408203125,10582.560546875,12466.0805664062,11614.3203125,13417.01953125,12675.5595703125,NA,NA,NA,NA
"30-JAN-2023",2023-01-30 12:47:43,"2023-01-30","12H 47M 43S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,113150.8046875,66160.3828125,112019,108123.84375,66138.671875,107290,11727.3603515625,10719.3603515625,13363.2001953125,13972.3203125,13867.6591796875,15236.609375,NA,NA,NA,NA
"27-JAN-2023",2023-01-27 10:55:15,"2023-01-27","10H 55M 15S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,114082.30078125,66073.90234375,113137,107103.60546875,65950.0625,106553.5,11898.0004882812,10720.0805664062,10931.0400390625,6966.72021484375,12313.3442382812,6121.6298828125,NA,NA,NA,NA
"25-JAN-2023",2023-01-25 12:14:46,"2023-01-25","12H 14M 46S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,111974.58203125,66082.34375,111008.5,105263.28515625,65955.42578125,104629.5,11628,10533.6005859375,10787.0400390625,7187.76049804688,12279.939453125,6548.68994140625,NA,NA,NA,NA
"23-JAN-2023",2023-01-23 15:06:38,"2023-01-23","15H 6M 38S","Unknown","FACSCantoII","V96100817","Administrator",530,530,530,368,368,368,433,470,460,563,444,459,110221.98046875,66065.8359375,109306,101531.5234375,65881.5,101084.5,11227.6806640625,10281.6005859375,12710.1606445312,13793.7607421875,13326.6298828125,15211.7197265625,0,28.56,1.44,1.31
"20-JAN-2023",2023-01-20 10:14:35,"2023-01-20","10H 14M 35S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,111565.640625,66102.29296875,110597,105215.765625,66018.7734375,104488,11540.16015625,10527.8408203125,12772.80078125,12717.3603515625,13648.8896484375,13846.69921875,NA,NA,NA,NA
"19-JAN-2023",2023-01-19 13:11:28,"2023-01-19","13H 11M 28S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,113744.6640625,66168.6328125,112715.5,107144.64453125,66160.73828125,106278.5,11859.8408203125,10882.080078125,13168.80078125,13275.3603515625,13757.619140625,14265.8994140625,NA,NA,NA,NA
"13-JAN-2023",2023-01-13 10:42:44,"2023-01-13","10H 42M 44S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,118033.69921875,66378.51171875,116564,106829.28515625,66549.453125,105458,12256.560546875,11307.6005859375,13705.9204101562,13774.3208007812,13998.6596679688,14698.1997070312,NA,NA,NA,NA
"12-JAN-2023",2023-01-12 10:47:13,"2023-01-12","10H 47M 13S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,113001.765625,66205.0078125,111841,105276.9609375,66210.0234375,104370,11723.0400390625,10836,13016.16015625,12552.48046875,13507.4091796875,13130.1298828125,NA,NA,NA,NA
"06-JAN-2023",2023-01-06 14:48:07,"2023-01-06","14H 48M 7S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,470,460,563,444,459,117010.203125,66018.4453125,116204,110247.84375,66547.96875,108617,12191.0400390625,11204.640625,11355.8408203125,7368.48046875,12687.349609375,6567.02978515625,NA,NA,NA,NA
