"SAMPLE","DateTime","DATE","TIME","Timepoint","CYT","CYTSN","OP","FSC-A_Gain","FSC-H_Gain","FSC-W_Gain","SSC-A_Gain","SSC-H_Gain","SSC-W_Gain","B530-A_Gain","B530-H_Gain","B585-A_Gain","B585-H_Gain","B695-A_Gain","B695-H_Gain","B780-A_Gain","B780-H_Gain","R670-A_Gain","R670-H_Gain","R780-A_Gain","R780-H_Gain","FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","B530-A","B530-H","B585-A","B585-H","B695-A","B695-H","B780-A","B780-H","R670-A","R670-H","R780-A","R780-H","Blue_LaserDelay","Red_LaserDelay","Blue_AreaScalingFactor","Red_AreaScalingFactor"
"25-JAN-2019",2019-01-25 08:46:35,"2019-01-25","8H 46M 35S","Unknown","FACSCantoII","V96100817","Administrator",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,129549.42578125,69720.234375,117585,129566.1640625,68931.7421875,114179.5,8458.56005859375,NA,7374.96020507812,NA,7858.80029296875,NA,7706.16040039062,NA,9120.87451171875,NA,8143.61450195312,NA,0,28.7,1.44,1.31
"24-JAN-2019",2019-01-24 09:03:14,"2019-01-24","9H 3M 14S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,109916.171875,66559.84375,108065,93622.32421875,67917.890625,90401.5,5758.56005859375,NA,6402.96020507812,NA,5140.80029296875,NA,4356.71997070312,NA,5881.89990234375,NA,4529.97998046875,NA,NA,NA,NA,NA
"23-JAN-2019",2019-01-23 08:47:31,"2019-01-23","8H 47M 31S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,106202.0078125,66355.40234375,104627.5,92210.40234375,67672.40625,89510,5673.60009765625,NA,6307.2001953125,NA,5039.28002929688,NA,4327.92016601562,NA,6046.9599609375,NA,4689.7998046875,NA,NA,NA,NA,NA
"22-JAN-2019",2019-01-22 08:44:10,"2019-01-22","8H 44M 10S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,105403.484375,66188.7890625,104111,93209.765625,67606.75,90526,5724,NA,6360.48046875,NA,4979.52001953125,NA,4059.36010742188,NA,6002.419921875,NA,4438.27978515625,NA,NA,NA,NA,NA
"18-JAN-2019",2019-01-18 08:57:48,"2019-01-18","8H 57M 48S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,105603.2265625,66466.64453125,104275.5,92258.64453125,67608.04296875,89631,5487.84033203125,NA,6081.1201171875,NA,4397.76025390625,NA,3101.76000976562,NA,5594.35473632812,NA,3492.4599609375,NA,NA,NA,NA,NA
"17-JAN-2019",2019-01-17 08:40:55,"2019-01-17","8H 40M 55S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,110924.453125,66144.390625,109786,95908.3203125,67179.6484375,93636,5748.48046875,NA,6324.48046875,NA,4596.47998046875,NA,3310.56005859375,NA,5678.849609375,NA,3586.77978515625,NA,NA,NA,NA,NA
"16-JAN-2019",2019-01-16 09:13:14,"2019-01-16","9H 13M 14S","Unknown","FACSCantoII","V96100817","Administrator",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,109790.59375,66085.53125,108783,94629.6015625,67184.5,92486,5636.16015625,NA,6210.72021484375,NA,4538.88037109375,NA,3265.92016601562,NA,5668.36962890625,NA,3577.60986328125,NA,0,28.7,1.44,1.31
"15-JAN-2019",2019-01-15 09:01:13,"2019-01-15","9H 1M 13S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,101107.375,66162.7890625,100027,87109.921875,69678.453125,82406,5214.240234375,NA,5748.48046875,NA,4148.64013671875,NA,3005.28002929688,NA,5502,NA,3517.34985351562,NA,NA,NA,NA,NA
"14-JAN-2019",2019-01-14 09:06:17,"2019-01-14","9H 6M 17S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,103951.125,66262,102721,93496.3203125,67921.2421875,90127,5424.47998046875,NA,5996.16015625,NA,4498.56005859375,NA,3359.52001953125,NA,5813.77978515625,NA,3827.81982421875,NA,NA,NA,NA,NA
"11-JAN-2019",2019-01-11 08:34:22,"2019-01-11","8H 34M 22S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,102882.78125,65948.6796875,102401,90207.3671875,68153.5546875,86686,5402.88037109375,NA,5955.84033203125,NA,4469.76025390625,NA,3337.92016601562,NA,6418.99951171875,NA,4105.5400390625,NA,NA,NA,NA,NA
"10-JAN-2019",2019-01-10 08:55:37,"2019-01-10","8H 55M 37S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,108738.1796875,66052.52734375,107860,94199.046875,67023.41796875,92206,5527.44018554688,NA,6077.52026367188,NA,4510.80004882812,NA,3382.56005859375,NA,5678.849609375,NA,3681.09985351562,NA,NA,NA,NA,NA
"09-JAN-2019",2019-01-09 08:40:08,"2019-01-09","8H 40M 8S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,111483.6484375,66275.04296875,109960,100331.28515625,67566.8984375,97338,5770.80004882812,NA,6372.00048828125,NA,4770.00024414062,NA,3572.64013671875,NA,5689.32958984375,NA,3730.8798828125,NA,NA,NA,NA,NA
"08-JAN-2019",2019-01-08 08:31:07,"2019-01-08","8H 31M 7S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,98851.02734375,66082.2734375,98113,93430.08203125,67254.38671875,91102.5,8155.44018554688,NA,7111.44018554688,NA,7231.68017578125,NA,7050.240234375,NA,8702.330078125,NA,7670.70483398438,NA,NA,NA,NA,NA
"07-JAN-2019",2019-01-07 08:53:28,"2019-01-07","8H 53M 28S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,109581.29296875,66485.83203125,108689.5,102759.84375,67253.97265625,100241.5,8683.92041015625,NA,7596.00048828125,NA,7827.12036132812,NA,7930.080078125,NA,8949.919921875,NA,8347.974609375,NA,NA,NA,NA,NA
"04-JAN-2019",2019-01-04 08:55:21,"2019-01-04","8H 55M 21S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,101626.53125,66184.80078125,100693.5,97264.80078125,67316.9453125,94765.5,8434.80029296875,NA,7354.80029296875,NA,7642.080078125,NA,7836.48046875,NA,8758.00439453125,NA,8283.78466796875,NA,NA,NA,NA,NA
"03-JAN-2019",2019-01-03 08:28:15,"2019-01-03","8H 28M 15S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,98948.8515625,66357.2109375,97827,96055.203125,67745.7890625,93365,8445.6005859375,NA,7391.5205078125,NA,7580.16015625,NA,7525.4404296875,NA,8719.359375,NA,7900.60986328125,NA,NA,NA,NA,NA
"02-JAN-2019",2019-01-02 08:38:59,"2019-01-02","8H 38M 59S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,99534.89453125,66147.203125,98463.5,95044.32421875,67481.19140625,92402.5,8232.48046875,NA,7254.00024414062,NA,7466.400390625,NA,7449.1201171875,NA,8892.279296875,NA,8112.82958984375,NA,NA,NA,NA,NA
