"SAMPLE","DateTime","DATE","TIME","Timepoint","CYT","CYTSN","OP","FSC-A_Gain","FSC-H_Gain","FSC-W_Gain","SSC-A_Gain","SSC-H_Gain","SSC-W_Gain","B530-A_Gain","B530-H_Gain","B585-A_Gain","B585-H_Gain","B695-A_Gain","B695-H_Gain","B780-A_Gain","B780-H_Gain","R670-A_Gain","R670-H_Gain","R780-A_Gain","R780-H_Gain","FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","B530-A","B530-H","B585-A","B585-H","B695-A","B695-H","B780-A","B780-H","R670-A","R670-H","R780-A","R780-H","Blue_LaserDelay","Red_LaserDelay","Blue_AreaScalingFactor","Red_AreaScalingFactor"
"10-DEC-2020",2020-12-10 09:13:20,"2020-12-10","9H 13M 20S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,106753.71875,65450.87890625,107075,84015.25,65637.84375,83976,9416.009765625,NA,9342.0302734375,NA,11384.7001953125,NA,14219.23046875,NA,11294.7197265625,NA,15845.1201171875,NA,NA,NA,NA,NA
"09-DEC-2020",2020-12-09 08:06:34,"2020-12-09","8H 6M 34S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,111681.6484375,65840.8125,111266,88159.5,66341.1484375,87243,9864,NA,9836.599609375,NA,12119.0205078125,NA,15185.080078125,NA,11276.7998046875,NA,16028.1591796875,NA,NA,NA,NA,NA
"08-DEC-2020",2020-12-08 09:44:17,"2020-12-08","9H 44M 17S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,108263.15625,65916.109375,107624,83987.8515625,65978.9375,83554,9551.6396484375,NA,9540.6796875,NA,11414.83984375,NA,13441.0703125,NA,11283.2001953125,NA,14901.759765625,NA,NA,NA,NA,NA
"07-DEC-2020",2020-12-07 11:08:08,"2020-12-07","11H 8M 8S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,108171.484375,65617.375,108137,90802.2265625,66053.828125,90204,9802.349609375,NA,9653.0205078125,NA,11023.0205078125,NA,12058.740234375,NA,11161.599609375,NA,13306.8798828125,NA,NA,NA,NA,NA
"04-DEC-2020",2020-12-04 09:56:33,"2020-12-04","9H 56M 33S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,108293.421875,65612.28125,108016,88644.4765625,65506.00390625,88846,9640.6904296875,NA,9489.990234375,NA,11176.4599609375,NA,13328.73046875,NA,11147.51953125,NA,14812.16015625,NA,NA,NA,NA,NA
"03-DEC-2020",2020-12-03 08:36:38,"2020-12-03","8H 36M 38S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,107310.85546875,65644.34375,107343,89558.2734375,66030.0234375,89088.5,9737.9599609375,NA,9639.3203125,NA,11216.1904296875,NA,12275.8852539062,NA,11412.4794921875,NA,13519.359375,NA,NA,NA,NA,NA
"02-DEC-2020",2020-12-02 12:17:14,"2020-12-02","12H 17M 14S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,106594.40625,66254.921875,104779,88359.5234375,66156.3125,87704,9674.9404296875,NA,9570.8203125,NA,11166.8701171875,NA,13039.66015625,NA,11232,NA,14672.6396484375,NA,NA,NA,NA,NA
"01-DEC-2020",2020-12-01 08:44:38,"2020-12-01","8H 44M 38S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,108049.5546875,65814.375,107617,90039.140625,66401.3671875,89038,9807.830078125,NA,9736.58984375,NA,11647.740234375,NA,13760.2802734375,NA,11296,NA,14990.080078125,NA,NA,NA,NA,NA
"25-NOV-2020",2020-11-25 10:17:06,"2020-11-25","10H 17M 6S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,109444.1875,65561.015625,109506,89731.578125,66043.21484375,89237.5,9802.349609375,NA,9727,NA,11636.7802734375,NA,13937.6948242188,NA,11311.9995117188,NA,15311.359375,NA,NA,NA,NA,NA
"24-NOV-2020",2020-11-24 08:14:26,"2020-11-24","8H 14M 26S","Unknown","FACSCantoII","V96100817","Administrator",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,109810.8671875,65714.875,109941,90418.6328125,66216.734375,89663.5,10090.0498046875,NA,9913.3203125,NA,9977.02490234375,NA,7769.955078125,NA,10408.9599609375,NA,7790.7197265625,NA,0,29.22,1.37,1.28
"23-NOV-2020",2020-11-23 09:11:33,"2020-11-23","9H 11M 33S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,104094.84375,65392.244140625,104277.5,85048.23046875,65768.67578125,84908,9398.2001953125,NA,9281.06494140625,NA,10891.5,NA,12612.2197265625,NA,11170.5595703125,NA,14252.7998046875,NA,NA,NA,NA,NA
"20-NOV-2020",2020-11-20 09:06:57,"2020-11-20","9H 6M 57S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,107317.9765625,65356.92578125,107834,90603.578125,65734.625,90459,9613.2900390625,NA,9513.2802734375,NA,11471.009765625,NA,13428.740234375,NA,11211.51953125,NA,14516.4794921875,NA,NA,NA,NA,NA
"19-NOV-2020",2020-11-19 08:22:34,"2020-11-19","8H 22M 34S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,106862.7421875,65309.30859375,107398.5,87769.046875,65805.16015625,87540.5,9599.58984375,NA,9544.7900390625,NA,11525.125,NA,13659.5854492188,NA,11439.359375,NA,15024.6396484375,NA,NA,NA,NA,NA
"18-NOV-2020",2020-11-18 09:43:45,"2020-11-18","9H 43M 45S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,108276.0625,65298.3671875,108898.5,88735.5859375,65705.6015625,88642,9755.7705078125,NA,9692.75,NA,11797.7553710938,NA,14756.2705078125,NA,11316.4794921875,NA,15913.599609375,NA,NA,NA,NA,NA
"17-NOV-2020",2020-11-17 08:49:47,"2020-11-17","8H 49M 47S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,107500.4296875,65422.078125,107850,89307.5625,65997.3828125,88716,9763.990234375,NA,9733.849609375,NA,11884.75,NA,14886.419921875,NA,11475.2001953125,NA,16203.51953125,NA,NA,NA,NA,NA
"16-NOV-2020",2020-11-16 09:15:34,"2020-11-16","9H 15M 34S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,98748.171875,64176.24609375,101146,90888.5390625,67178.96875,88415,9336.5498046875,NA,9296.8203125,NA,11017.5400390625,NA,12623.1796875,NA,11397.1201171875,NA,14302.7197265625,NA,NA,NA,NA,NA
"12-NOV-2020",2020-11-12 10:54:36,"2020-11-12","10H 54M 36S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,99566.078125,65586.9375,99513,77888.609375,66062.1953125,77387,8822.7998046875,NA,8769.3701171875,NA,10336.650390625,NA,11808.0302734375,NA,10764.7998046875,NA,13678.080078125,NA,NA,NA,NA,NA
"11-NOV-2020",2020-11-11 09:59:28,"2020-11-11","9H 59M 28S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,99539.8203125,65696.1484375,99333.5,80450.51171875,66171.80078125,79722,8937.8798828125,NA,8854.3095703125,NA,10150.330078125,NA,10999.73046875,NA,10615.0400390625,NA,12636.16015625,NA,NA,NA,NA,NA
"10-NOV-2020",2020-11-10 09:49:32,"2020-11-10","9H 49M 32S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,103760.203125,65844.01953125,103232.5,86368.9140625,66329.90625,85446.5,9480.400390625,NA,9387.240234375,NA,10147.58984375,NA,9690.009765625,NA,10631.6796875,NA,10535.6796875,NA,NA,NA,NA,NA
"09-NOV-2020",2020-11-09 09:57:06,"2020-11-09","9H 57M 6S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,105085.4140625,65739.11328125,104758,86920.3359375,66047.51171875,86406,9473.5498046875,NA,9421.490234375,NA,11364.150390625,NA,14000.0302734375,NA,11257.599609375,NA,15682.5595703125,NA,NA,NA,NA,NA
"06-NOV-2020",2020-11-06 12:36:43,"2020-11-06","12H 36M 43S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,105230.484375,65289.361328125,105560,85677.74609375,65425.81640625,86005.5,9400.9404296875,NA,9263.9404296875,NA,10758.6103515625,NA,12003.9399414062,NA,10900.4794921875,NA,13164.1596679688,NA,NA,NA,NA,NA
"05-NOV-2020",2020-11-05 10:58:03,"2020-11-05","10H 58M 3S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,107270.8046875,65371.921875,107529,87947.1484375,65748.484375,87807,9598.2197265625,NA,9540.6796875,NA,11007.9501953125,NA,12410.830078125,NA,11182.080078125,NA,13850.8798828125,NA,NA,NA,NA,NA
"04-NOV-2020",2020-11-04 11:50:35,"2020-11-04","11H 50M 35S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,106096.8984375,65167.421875,106739.5,88896.5625,65393.4609375,89228.5,9454.3701171875,NA,9316,NA,11033.98046875,NA,13130.080078125,NA,11051.51953125,NA,14656,NA,NA,NA,NA,NA
"03-NOV-2020",2020-11-03 07:56:59,"2020-11-03","7H 56M 59S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,110044.4921875,65647.765625,109909.5,91316.6640625,66117.015625,90629.5,9865.3701171875,NA,9824.2705078125,NA,11870.3647460938,NA,14289.7846679688,NA,11313.919921875,NA,15217.919921875,NA,NA,NA,NA,NA
"02-NOV-2020",2020-11-02 08:50:27,"2020-11-02","8H 50M 27S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,109326.70703125,65476.384765625,109365.5,90433.69921875,65710.71875,90352,9790.0205078125,NA,9792.759765625,NA,11708.0205078125,NA,14071.2705078125,NA,11201.279296875,NA,15051.51953125,NA,NA,NA,NA,NA
"30-OCT-2020",2020-10-30 08:35:55,"2020-10-30","8H 35M 55S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,107199.609375,65591.8203125,107164,86237.390625,66016.375,85801,9517.3896484375,NA,9536.5703125,NA,11213.4501953125,NA,12990.33984375,NA,11104,NA,14255.359375,NA,NA,NA,NA,NA
"29-OCT-2020",2020-10-29 08:55:53,"2020-10-29","8H 55M 53S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,103044.1953125,65766.421875,102687,85324.96875,66295.6015625,84520,9184.48046875,NA,9131.0498046875,NA,10855.8798828125,NA,12725.9296875,NA,10958.080078125,NA,14375.6796875,NA,NA,NA,NA,NA
"28-OCT-2020",2020-10-28 08:39:30,"2020-10-28","8H 39M 30S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,104890.0546875,65773.9296875,104591,83401.4921875,66449.40625,82405,9316,NA,9284.490234375,NA,11033.98046875,NA,12947.8701171875,NA,10741.759765625,NA,14254.080078125,NA,NA,NA,NA,NA
"27-OCT-2020",2020-10-27 08:14:32,"2020-10-27","8H 14M 32S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,104790.375,65833.3984375,104320,87422.4375,66382.84375,86535,9669.4599609375,NA,9636.580078125,NA,11466.900390625,NA,13526.009765625,NA,10936.3193359375,NA,14638.080078125,NA,NA,NA,NA,NA
"26-OCT-2020",2020-10-26 13:41:55,"2020-10-26","13H 41M 55S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,104714.7265625,65770.57421875,104591,87597.80078125,66302.3203125,86755,9532.4599609375,NA,9510.5400390625,NA,11416.2099609375,NA,13658.2153320312,NA,10968.3193359375,NA,14954.2392578125,NA,NA,NA,NA,NA
"23-OCT-2020",2020-10-23 08:42:07,"2020-10-23","8H 42M 7S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,100328.8046875,65557.796875,100328,80661.4921875,65909.90625,80307,8870.75,NA,8888.5595703125,NA,10654.490234375,NA,12857.4501953125,NA,10762.240234375,NA,14786.5595703125,NA,NA,NA,NA,NA
"22-OCT-2020",2020-10-22 08:53:29,"2020-10-22","8H 53M 29S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,99204.296875,65523.814453125,99276.5,79688.7890625,65847.984375,79428,8794.0302734375,NA,8746.76513671875,NA,10584.6201171875,NA,12910.1948242188,NA,11037.439453125,NA,15129.599609375,NA,NA,NA,NA,NA
"21-OCT-2020",2020-10-21 08:53:04,"2020-10-21","8H 53M 4S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,98906.5859375,65515.54296875,98965,82294.53125,65853.03125,82053,8765.259765625,NA,8695.3896484375,NA,10568.1796875,NA,12895.8095703125,NA,11025.919921875,NA,15239.6796875,NA,NA,NA,NA,NA
"20-OCT-2020",2020-10-20 08:04:37,"2020-10-20","8H 4M 37S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,101877.40625,65717.21875,101597,85918.1796875,66236.4765625,85141,9174.8896484375,NA,9036.5205078125,NA,11029.8701171875,NA,13482.169921875,NA,11175.6796875,NA,15371.51953125,NA,NA,NA,NA,NA
"19-OCT-2020",2020-10-19 08:35:34,"2020-10-19","8H 35M 34S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,105730.21875,65539.234375,105742,89165.078125,65875.8359375,88785,9581.7802734375,NA,9443.41015625,NA,11283.3203125,NA,13505.4599609375,NA,11443.2001953125,NA,15331.83984375,NA,NA,NA,NA,NA
"16-OCT-2020",2020-10-16 08:21:46,"2020-10-16","8H 21M 46S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,105169.515625,65688.5625,105146,89187,66044.5390625,88587,9565.33984375,NA,9407.7900390625,NA,11220.2998046875,NA,13309.5498046875,NA,11443.2001953125,NA,15031.0400390625,NA,NA,NA,NA,NA
"15-OCT-2020",2020-10-15 10:00:21,"2020-10-15","10H 0M 21S","Unknown","FACSCantoII","V96100817","Administrator",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,105365.765625,65449.9609375,105587,87562.8671875,65647.97265625,87603.5,9447.5205078125,NA,9248.18505859375,NA,10823,NA,12490.2900390625,NA,11173.759765625,NA,14178.5595703125,NA,0,29.22,1.37,1.28
"14-OCT-2020",2020-10-14 08:22:19,"2020-10-14","8H 22M 19S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,104991.515625,65159.830078125,105647.5,88408.83984375,65233.1796875,88911,9372.169921875,NA,9058.4404296875,NA,10698.330078125,NA,12347.8095703125,NA,10983.6796875,NA,14053.759765625,NA,NA,NA,NA,NA
"13-OCT-2020",2020-10-13 08:21:10,"2020-10-13","8H 21M 10S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,102386.48828125,65848.5546875,102030,85969.5546875,66458.2109375,84857,9300.9296875,NA,9174.8896484375,NA,10909.3095703125,NA,12690.3095703125,NA,11123.2001953125,NA,14494.7197265625,NA,NA,NA,NA,NA
"12-OCT-2020",2020-10-12 08:50:28,"2020-10-12","8H 50M 28S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,100389.7734375,65728.0625,100129,83621.375,66091.34375,83010,9085.83984375,NA,8983.08984375,NA,10676.41015625,NA,12561.5302734375,NA,11252.4794921875,NA,14905.599609375,NA,NA,NA,NA,NA
"09-OCT-2020",2020-10-09 08:52:09,"2020-10-09","8H 52M 9S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,106538.78125,65453.90625,106743,89653.484375,65887.2265625,89435.5,9624.25,NA,9558.490234375,NA,11079.875,NA,12053.9448242188,NA,11505.919921875,NA,13671.6796875,NA,NA,NA,NA,NA
"07-OCT-2020",2020-10-07 08:40:39,"2020-10-07","8H 40M 39S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,107241.4375,65703.0546875,107021,91065.95703125,66063.953125,90483.5,9692.75,NA,9622.8798828125,NA,11064.1201171875,NA,12073.8095703125,NA,11253.759765625,NA,13527.0400390625,NA,NA,NA,NA,NA
"06-OCT-2020",2020-10-06 08:24:32,"2020-10-06","8H 24M 32S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,107335.78125,65589.203125,107280,88025.92578125,66001.62109375,87558.5,9480.400390625,NA,9446.150390625,NA,11316.8852539062,NA,13225.98046875,NA,11669.759765625,NA,15376.6396484375,NA,NA,NA,NA,NA
"05-OCT-2020",2020-10-05 08:45:34,"2020-10-05","8H 45M 34S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,105616.296875,65720.921875,105247.5,88521.8671875,65970.6640625,88210,9484.509765625,NA,9388.6103515625,NA,11252.4946289062,NA,13517.7900390625,NA,11543.6796875,NA,15837.439453125,NA,NA,NA,NA,NA
"02-OCT-2020",2020-10-02 09:03:54,"2020-10-02","9H 3M 54S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,103188.375,65422.02734375,103429,88949.9921875,65665.828125,88896,9291.33984375,NA,9111.8701171875,NA,10628.4599609375,NA,11794.330078125,NA,11266.5595703125,NA,14105.599609375,NA,NA,NA,NA,NA
"01-OCT-2020",2020-10-01 12:14:33,"2020-10-01","12H 14M 33S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,103717.0390625,65584.53125,103648,88791.0703125,65504.72265625,88815,9202.2900390625,NA,9014.599609375,NA,10824.3701171875,NA,12617.7001953125,NA,11114.240234375,NA,14325.759765625,NA,NA,NA,NA,NA
"30-SEP-2020",2020-09-30 09:46:27,"2020-09-30","9H 46M 27S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,101818.671875,65410.3359375,102096,83974.1484375,65587.71875,84065,9143.3798828125,NA,9005.009765625,NA,10132.5205078125,NA,10350.349609375,NA,10961.919921875,NA,11792.6396484375,NA,NA,NA,NA,NA
"29-SEP-2020",2020-09-29 08:05:05,"2020-09-29","8H 5M 5S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,101142.265625,65901.91015625,101160.5,84927.671875,66169.7890625,84135.5,9203.66015625,NA,9114.6103515625,NA,10190.7446289062,NA,10385.2846679688,NA,10858.240234375,NA,11770.8798828125,NA,NA,NA,NA,NA
"28-SEP-2020",2020-09-28 08:48:37,"2020-09-28","8H 48M 37S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,97891.1015625,65855.734375,97684,82417.828125,65889.5625,82100,8917.330078125,NA,8884.4501953125,NA,9911.9501953125,NA,10109.23046875,NA,10817.279296875,NA,11769.599609375,NA,NA,NA,NA,NA
"25-SEP-2020",2020-09-25 08:16:54,"2020-09-25","8H 16M 54S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,99803.265625,65772.32421875,99479.5,84305.6875,66257.37890625,83499.5,8980.349609375,NA,8880.33984375,NA,10520.9150390625,NA,12143.6796875,NA,10958.080078125,NA,13902.080078125,NA,NA,NA,NA,NA
"24-SEP-2020",2020-09-24 08:06:38,"2020-09-24","8H 6M 38S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,107512.890625,65590.3125,107472,90346.01953125,65875.734375,89958,9648.91015625,NA,9532.4599609375,NA,11262.7705078125,NA,12994.4501953125,NA,11351.0400390625,NA,14456.3193359375,NA,NA,NA,NA,NA
"23-SEP-2020",2020-09-23 08:19:37,"2020-09-23","8H 19M 37S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,111117.390625,65695.4453125,110856,94676.59375,66217.0234375,93798,10076.349609375,NA,9964.009765625,NA,11754.599609375,NA,13661.6396484375,NA,11582.7197265625,NA,14890.2392578125,NA,NA,NA,NA,NA
"22-SEP-2020",2020-09-22 16:12:28,"2020-09-22","16H 12M 28S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,107500.4296875,65140.203125,108133,91257.0703125,65228.046875,91835,9442.0400390625,NA,9306.41015625,NA,11334.009765625,NA,13627.3896484375,NA,11138.5595703125,NA,15412.4794921875,NA,NA,NA,NA,NA
