"SAMPLE","DateTime","DATE","TIME","Timepoint","CYT","CYTSN","OP","FSC-A_Gain","FSC-H_Gain","FSC-W_Gain","SSC-A_Gain","SSC-H_Gain","SSC-W_Gain","B530-A_Gain","B530-H_Gain","B585-A_Gain","B585-H_Gain","B695-A_Gain","B695-H_Gain","B780-A_Gain","B780-H_Gain","R670-A_Gain","R670-H_Gain","R780-A_Gain","R780-H_Gain","FSC-A-% rCV","FSC-H-% rCV","FSC-W-% rCV","SSC-A-% rCV","SSC-H-% rCV","SSC-W-% rCV","B530-A-% rCV","B530-H-% rCV","B585-A-% rCV","B585-H-% rCV","B695-A-% rCV","B695-H-% rCV","B780-A-% rCV","B780-H-% rCV","R670-A-% rCV","R670-H-% rCV","R780-A-% rCV","R780-H-% rCV","FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","B530-A","B530-H","B585-A","B585-H","B695-A","B695-H","B780-A","B780-H","R670-A","R670-H","R780-A","R780-H","Blue_LaserDelay","Red_LaserDelay","Blue_AreaScalingFactor","Red_AreaScalingFactor"
"13-SEP-2024",2024-09-13 10:47:49,"2024-09-13","10H 47M 49S","Unknown","2.16.0","Unknown","Unknown",568,568,568,393,393,393,433,NA,480,NA,470,NA,560,NA,440,NA,440,NA,2.46,0.58,2.51,6.17,0.87,6.32,5.4,NA,6.37,NA,9.7,NA,13.61,NA,6.31,NA,8.37,NA,132326.671875,66250.7734375,131092,143186.515625,67790.2578125,138804,10316.7998046875,NA,10569.759765625,NA,10788,NA,9089.2001953125,NA,9616.2998046875,NA,9533.5,NA,NA,NA,NA,NA
"13-SEP-2024",2024-09-13 10:35:32,"2024-09-13","10H 35M 32S","Unknown","2.16.0","Unknown","Unknown",568,568,568,393,393,393,433,NA,480,NA,470,NA,560,NA,440,NA,440,NA,0,0,0,0,0,0,30.2,NA,38.33,NA,31.55,NA,57.51,NA,58.24,NA,436.98,NA,262143,66490.7109375,258379,262143,66346.6640625,258940,2368.39990234375,NA,1050.28002929688,NA,850.640014648438,NA,348.440002441406,NA,670.450012207031,NA,21.8500003814697,NA,NA,NA,NA,NA
"12-SEP-2024",2024-09-12 10:35:34,"2024-09-12","10H 35M 34S","Unknown","2.16.0","Unknown","Unknown",568,568,568,393,393,393,433,NA,480,NA,470,NA,560,NA,440,NA,440,NA,2.36,0.68,2.49,6.15,0.88,6.16,5.72,NA,6.42,NA,9.15,NA,13.23,NA,5.78,NA,7.97,NA,133081.90625,66424.578125,131516,143703.59375,68285.8828125,138140,10345.3203125,NA,10536.2802734375,NA,10649.1201171875,NA,8908.16015625,NA,9527.75,NA,9525.4501953125,NA,NA,NA,NA,NA
"11-SEP-2024",2024-09-11 11:40:04,"2024-09-11","11H 40M 4S","Unknown","2.16.0","Unknown","",568,568,568,393,393,393,433,NA,480,NA,470,NA,560,NA,440,NA,440,NA,3.41,0.68,3.64,6.87,0.84,6.81,7.66,NA,8.62,NA,11.49,NA,15.79,NA,7.28,NA,10.01,NA,131470.1875,66325.140625,130278,139912.296875,67909.859375,135314.5,10156.83984375,NA,10384.3798828125,NA,10427.7802734375,NA,8711,NA,9443.7998046875,NA,9499,NA,NA,NA,NA,NA
"10-SEP-2024",2024-09-10 10:30:28,"2024-09-10","10H 30M 28S","Unknown","2.16.0","Unknown","Unknown",568,568,568,393,393,393,433,NA,480,NA,470,NA,560,NA,440,NA,440,NA,5.07,0.69,5.31,7.98,0.88,8.1,8.2,NA,9.46,NA,13.26,NA,16.43,NA,7.1,NA,9.76,NA,129276.28125,66289.234375,128221,141228.5625,67645.75,137224,10226.2802734375,NA,10496.599609375,NA,10510.240234375,NA,9019.759765625,NA,9626.6494140625,NA,9938.2998046875,NA,NA,NA,NA,NA
"09-SEP-2024",2024-09-09 10:31:33,"2024-09-09","10H 31M 33S","Unknown","2.16.0","Unknown","Unknown",568,568,568,393,393,393,433,NA,480,NA,470,NA,560,NA,440,NA,440,NA,4.19,0.52,4.27,7.66,0.88,7.72,9.16,NA,10.11,NA,13.29,NA,17.52,NA,7.05,NA,10.27,NA,130300.87109375,65912.00390625,129761.5,140897.4765625,66981.66015625,138193,10000.599609375,NA,10268.4404296875,NA,10407.9404296875,NA,9024.7197265625,NA,9500.1494140625,NA,9997.52490234375,NA,NA,NA,NA,NA
"06-SEP-2024",2024-09-06 10:43:18,"2024-09-06","10H 43M 18S","Unknown","FACSCantoII","V96100817","Administrator",568,568,568,393,393,393,433,NA,480,NA,470,NA,560,NA,440,NA,440,NA,2.64,0.51,2.48,6.2,0.74,6.39,5.56,NA,6.31,NA,9.76,NA,13.78,NA,6.08,NA,8.76,NA,131866.25,66126.30859375,130754.5,139825.5,67331.8515625,136438.5,10215.1201171875,NA,10485.4404296875,NA,10642.919921875,NA,9086.10009765625,NA,9455.2998046875,NA,9732.4501953125,NA,0,32.53,1.24,1.15
"05-SEP-2024",2024-09-05 13:00:33,"2024-09-05","13H 0M 33S","Unknown","FACSCantoII","V96100817","Administrator",568,568,568,393,393,393,433,NA,480,NA,470,NA,560,NA,440,NA,440,NA,2.68,0.47,2.62,6.26,0.74,6.36,5.97,NA,6.89,NA,10.08,NA,13.73,NA,6.21,NA,8.79,NA,133049.921875,65955.109375,132263,134381.28125,67036.4296875,131713,10344.080078125,NA,10562.3203125,NA,10810.3203125,NA,9174.759765625,NA,9582.9501953125,NA,9898.0498046875,NA,0,32.53,1.24,1.15
"04-SEP-2024",2024-09-04 10:17:17,"2024-09-04","10H 17M 17S","Unknown","FACSCantoII","V96100817","Administrator",568,568,568,393,393,393,433,NA,480,NA,470,NA,560,NA,440,NA,440,NA,3.62,0.66,3.4,7.35,0.85,7.42,7.51,NA,8.85,NA,11.7,NA,15.93,NA,6.51,NA,9.06,NA,129598.5390625,66485.0625,127779,136934.4375,67662.5390625,132951,10063.83984375,NA,10306.8798828125,NA,10509,NA,9027.2001953125,NA,9564.5498046875,NA,9903.7998046875,NA,0,32.53,1.24,1.15
"03-SEP-2024",2024-09-03 11:47:21,"2024-09-03","11H 47M 21S","Unknown","2.16.0","Unknown","Unknown",568,568,568,393,393,393,433,NA,480,NA,470,NA,560,NA,440,NA,440,NA,4.37,0.67,3.85,7.82,0.91,7.92,7.91,NA,8.88,NA,11.78,NA,16.12,NA,6.63,NA,9.71,NA,133055.65625,66515.921875,131042,143024.078125,67774.1171875,138613,10278.3603515625,NA,10583.400390625,NA,10691.2802734375,NA,9159.8798828125,NA,9619.75,NA,9880.7998046875,NA,NA,NA,NA,NA
"31-JUL-2024",2024-07-31 14:29:48,"2024-07-31","14H 29M 48S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,13.52,1.53,12.55,17.02,2.25,15.28,20.86,NA,21.12,NA,19.3,NA,19.29,NA,6.73,NA,7.23,NA,98869.5,66729.3125,97034,80211.0625,65929.3359375,79738,12353.4599609375,NA,10805.7607421875,NA,12466.0205078125,NA,15325.580078125,NA,11438.1298828125,NA,17748.28125,NA,NA,NA,NA,NA
"31-JUL-2024",2024-07-31 13:02:00,"2024-07-31","13H 2M 0S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,13.78,1.62,12.72,15.93,2.12,13.88,19.58,NA,19.78,NA,18.52,NA,18.59,NA,7.05,NA,7.53,NA,98848.796875,66672.9296875,96974,78410.1015625,65699.59375,78021,12132.3603515625,NA,10725.3603515625,NA,12488.80078125,NA,15527.919921875,NA,11524.0400390625,NA,17964.87109375,NA,NA,NA,NA,NA
"30-JUL-2024",2024-07-30 11:18:05,"2024-07-30","11H 18M 5S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,13.21,1.51,12.28,16.17,2.32,14.3,19.55,NA,19.59,NA,18.27,NA,18.33,NA,6.52,NA,6.94,NA,101269.796875,66978.19921875,98914.5,81163.1328125,66229.5078125,80302.5,12478.7504882812,NA,10993.3603515625,NA,12969.1904296875,NA,16218.0205078125,NA,12190.75,NA,18981.8759765625,NA,NA,NA,NA,NA
"29-JUL-2024",2024-07-29 10:54:16,"2024-07-29","10H 54M 16S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,13.35,1.82,12.19,16.51,2.21,14.87,20.17,NA,20.3,NA,19.35,NA,19.59,NA,6.58,NA,8.84,NA,99599.3984375,66898.265625,97433.5,82111.18359375,66078.37109375,81543,12402.3701171875,NA,10939.7602539062,NA,12015.1103515625,NA,13095.150390625,NA,11645.0400390625,NA,15424.4750976562,NA,NA,NA,NA,NA
"26-JUL-2024",2024-07-26 09:53:06,"2024-07-26","9H 53M 6S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,5.19,0.74,4.6,9.04,0.85,8.84,5.81,NA,5.54,NA,6.41,NA,8.55,NA,5.93,NA,6.55,NA,98138.6953125,67351.7890625,95510,86145.921875,66684.1484375,84819,12061.33984375,NA,10678.4599609375,NA,12297.1806640625,NA,14774.8408203125,NA,11975.3701171875,NA,17755.541015625,NA,NA,NA,NA,NA
"25-JUL-2024",2024-07-25 09:45:36,"2024-07-25","9H 45M 36S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,5.91,0.88,5.24,8.46,0.95,8.33,4.9,NA,4.41,NA,5.96,NA,7.75,NA,6.07,NA,6.12,NA,96840.8984375,67267.2890625,94355,84968.0625,66721.875,83546,11880.4404296875,NA,10537.7607421875,NA,12890.80078125,NA,16590.541015625,NA,12273.0302734375,NA,19777.451171875,NA,NA,NA,NA,NA
"24-JUL-2024",2024-07-24 09:41:26,"2024-07-24","9H 41M 26S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,5.15,1.06,4.29,7.97,0.98,8,5.19,NA,4.72,NA,6.17,NA,8.01,NA,5.77,NA,5.83,NA,95117.84765625,67577.3828125,92369,84022.69140625,66617.1875,82850,11633.2099609375,NA,10346.140625,NA,12755.4599609375,NA,16676.970703125,NA,12496.880859375,NA,20643.2060546875,NA,NA,NA,NA,NA
"22-JUL-2024",2024-07-22 10:35:29,"2024-07-22","10H 35M 29S","Unknown","FACSCantoII","V96100817","Administrator",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,3.91,0.81,3.71,8.93,0.98,8.71,4.71,NA,4,NA,5.85,NA,7.74,NA,4.2,NA,4.76,NA,97604.546875,67672.4375,94802.5,86106.390625,67387.828125,83856.5,12049.9501953125,NA,10793.0302734375,NA,13459.6303710938,NA,18078.611328125,NA,12893.1557617188,NA,22078.87109375,NA,0,31.42,1.34,1.21
"19-JUL-2024",2024-07-19 10:24:53,"2024-07-19","10H 24M 53S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,3.24,0.58,2.99,7.03,0.84,6.97,4,NA,3.58,NA,6.01,NA,12.41,NA,4.24,NA,9.91,NA,96225.296875,67196.046875,93932,85723.8203125,66729.5390625,84244,12407.060546875,NA,10198.740234375,NA,8952.5400390625,NA,5187.14013671875,NA,9993.390625,NA,4053.50024414062,NA,NA,NA,NA,NA
"18-JUL-2024",2024-07-18 11:41:31,"2024-07-18","11H 41M 31S","Unknown","2.16.0","Unknown","",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,4.16,0.97,3.48,7.96,0.83,7.58,6.13,NA,5.82,NA,6.93,NA,9.6,NA,3.83,NA,5.18,NA,94287.59375,67248.8359375,92016,86572.0390625,66861.171875,84805,12356.140625,NA,10242.9599609375,NA,10485.5,NA,9891.8798828125,NA,10865.80078125,NA,10080.5107421875,NA,NA,NA,NA,NA
"17-JUL-2024",2024-07-17 11:34:43,"2024-07-17","11H 34M 43S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,3.25,0.43,3.14,6.91,0.97,7.22,3.47,NA,2.94,NA,5.46,NA,8.63,NA,3.87,NA,4.98,NA,97641,67360.8125,94892,87110.71875,66703.6953125,85901,12520.9599609375,NA,10398.400390625,NA,10945.1201171875,NA,11030.8798828125,NA,10834.3408203125,NA,10916.6201171875,NA,NA,NA,NA,NA
"16-JUL-2024",2024-07-16 10:58:09,"2024-07-16","10H 58M 9S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,4.41,0.56,3.99,7.9,0.85,8.08,4.58,NA,4.17,NA,5.98,NA,9.15,NA,3.88,NA,5.1,NA,95868.8984375,67340.52734375,93183.5,87775.36328125,66390.49609375,86966.5,12667.0205078125,NA,10520.33984375,NA,10929.0400390625,NA,11022.83984375,NA,10663.73046875,NA,10780.4956054688,NA,NA,NA,NA,NA
"15-JUL-2024",2024-07-15 13:19:10,"2024-07-15","13H 19M 10S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,2.96,0.59,2.63,8.52,0.8,8.74,4.74,NA,4.44,NA,6.17,NA,8.64,NA,3.81,NA,5.23,NA,97755.296875,67165.0234375,95320,86278.5859375,66421.6953125,85340,12734.0205078125,NA,10600.740234375,NA,11167.560546875,NA,11450.2998046875,NA,10822.240234375,NA,11243.3203125,NA,NA,NA,NA,NA
"12-JUL-2024",2024-07-12 12:25:37,"2024-07-12","12H 25M 37S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,4.63,0.58,4.39,8.21,0.91,8.33,4.97,NA,4.93,NA,6.11,NA,9.75,NA,4.27,NA,6.17,NA,98001.8984375,66814.90625,96109,87986.41015625,66590.546875,86758,12779.580078125,NA,10628.2099609375,NA,10318.669921875,NA,8574.66015625,NA,10661.9155273438,NA,8174.76025390625,NA,NA,NA,NA,NA
"11-JUL-2024",2024-07-11 12:44:04,"2024-07-11","12H 44M 4S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,5.39,0.54,5.26,7.48,1.13,7.69,4.64,NA,4.39,NA,5.91,NA,9.53,NA,4.34,NA,6.22,NA,98144.99609375,66829.0625,96401,84885.65234375,66253.68359375,84144.5,12385.6201171875,NA,10330.73046875,NA,10102.259765625,NA,8549.8701171875,NA,10581.4501953125,NA,8334.48046875,NA,NA,NA,NA,NA
"10-JUL-2024",2024-07-10 11:08:38,"2024-07-10","11H 8M 38S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,5.13,0.55,5.08,7.33,0.96,7.79,4.52,NA,4.31,NA,5.7,NA,9.32,NA,4.39,NA,6.49,NA,99516.59375,66626.2734375,98026,84157.359375,65915.3671875,84033,12494.16015625,NA,10469.419921875,NA,10175.9599609375,NA,8716.7001953125,NA,10287.419921875,NA,8316.330078125,NA,NA,NA,NA,NA
"27-JUN-2024",2024-06-27 10:11:57,"2024-06-27","10H 11M 57S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,5.16,0.48,5.12,9.58,0.76,9.55,5.8,NA,5.37,NA,7.42,NA,11.28,NA,5.25,NA,8.11,NA,115944.75,66838.95703125,113631.5,90149.640625,66213.15625,89215,12419.5205078125,NA,10242.16015625,NA,9824.6396484375,NA,6979.52001953125,NA,9054.83984375,NA,5683.97998046875,NA,NA,NA,NA,NA
"26-JUN-2024",2024-06-26 14:22:47,"2024-06-26","14H 22M 47S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,4.86,0.51,4.66,10.22,0.78,10.19,6.27,NA,5.7,NA,8.23,NA,11.45,NA,5.13,NA,6.99,NA,114780.59375,66710.5703125,112806,88238.1640625,65946.2734375,87728,12439.919921875,NA,10257.1201171875,NA,10099.3603515625,NA,7802.3203125,NA,9379.3603515625,NA,6602.64013671875,NA,NA,NA,NA,NA
"25-JUN-2024",2024-06-25 08:43:15,"2024-06-25","8H 43M 15S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,3.83,0.46,3.75,8.85,0.7,8.74,5.44,NA,4.92,NA,7.13,NA,10.9,NA,4.78,NA,7.24,NA,114310.796875,66753.58203125,112238,89057.5625,66009.8671875,88469.5,12475.9599609375,NA,10315.6005859375,NA,10380.8798828125,NA,8600.64013671875,NA,9895.419921875,NA,7795.80029296875,NA,NA,NA,NA,NA
"24-JUN-2024",2024-06-24 14:46:32,"2024-06-24","14H 46M 32S","Unknown","2.16.0","Unknown","",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,4.83,0.61,4.49,10.79,0.88,10.7,7.53,NA,6.83,NA,8.46,NA,10.6,NA,4.84,NA,6.24,NA,114604.6484375,66555.765625,112918,88831.12109375,65853.203125,88406.5,12512.6801757812,NA,10434.6000976562,NA,10704.560546875,NA,10254.400390625,NA,10577.400390625,NA,10181.5102539062,NA,NA,NA,NA,NA
"21-JUN-2024",2024-06-21 08:43:45,"2024-06-21","8H 43M 45S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,5.95,0.36,5.85,9.37,0.7,9.22,6.1,NA,5.6,NA,6.99,NA,9.5,NA,4.31,NA,5.45,NA,115552.796875,66769.140625,113283,88031.4375,65904.375,87669,12560.9599609375,NA,10469.2802734375,NA,10813.3603515625,NA,10336,NA,10529.8203125,NA,10227.259765625,NA,NA,NA,NA,NA
"20-JUN-2024",2024-06-20 09:03:04,"2024-06-20","9H 3M 4S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,4.06,0.44,3.92,8.77,0.68,8.81,5.8,NA,5.41,NA,7,NA,9.39,NA,4.26,NA,5.3,NA,111978.8984375,66303.3515625,110703,85388.9609375,65118.23046875,85970,12123.0400390625,NA,10096.6396484375,NA,10486.9599609375,NA,10223.1201171875,NA,10609.1201171875,NA,10484.6806640625,NA,NA,NA,NA,NA
"19-JUN-2024",2024-06-19 11:32:34,"2024-06-19","11H 32M 34S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,4.56,0.47,4.36,9.22,0.68,9.06,5.94,NA,5.67,NA,7.19,NA,9.44,NA,4.46,NA,5.69,NA,112034.25,66363.9140625,110727.5,86444.3203125,65358.2421875,86758,12046.8798828125,NA,10113.6401367188,NA,10666.48046875,NA,10617.5205078125,NA,10543.240234375,NA,10789.0703125,NA,NA,NA,NA,NA
"18-JUN-2024",2024-06-18 08:46:25,"2024-06-18","8H 46M 25S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,3.69,0.49,3.61,8.28,0.76,8.22,5.02,NA,4.44,NA,6.59,NA,8.83,NA,4.28,NA,5.32,NA,110746.796875,66491.1484375,109303,86264.12109375,65690.72265625,86201,12157.0400390625,NA,10137.4404296875,NA,10730.400390625,NA,10676.6801757812,NA,10683.5400390625,NA,10871.419921875,NA,NA,NA,NA,NA
"17-JUN-2024",2024-06-17 09:30:14,"2024-06-17","9H 30M 14S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,3.62,0.55,3.52,9.66,0.66,9.34,5.21,NA,4.73,NA,6.85,NA,9.33,NA,4.49,NA,5.47,NA,116028.8984375,66364.0078125,114622,88984.8046875,65432.94140625,89185,12581.3603515625,NA,10489.6796875,NA,11011.919921875,NA,10982,NA,10595.7001953125,NA,10849.4599609375,NA,NA,NA,NA,NA
"14-JUN-2024",2024-06-14 08:51:44,"2024-06-14","8H 51M 44S","Unknown","FACSCantoII","V96100817","Administrator",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,3.65,0.83,4.07,7.94,0.79,7.88,4.07,NA,3.38,NA,6.12,NA,11.88,NA,4.67,NA,8.3,NA,110035.796875,65775.1171875,109967,86029.5234375,65063.0703125,86727,12181.5205078125,NA,10078.9599609375,NA,8931.1201171875,NA,5208.80029296875,NA,9685.580078125,NA,4162.64013671875,NA,0,30.84,1.36,1.22
"13-JUN-2024",2024-06-13 08:51:09,"2024-06-13","8H 51M 9S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,2.48,0.81,2.59,7.9,0.82,7.91,4.65,NA,3.8,NA,6.78,NA,11.88,NA,4.56,NA,8.66,NA,108252.8984375,65808.1875,108027,83323.1171875,64976.33984375,84259,12023.759765625,NA,9929.3603515625,NA,8804.6396484375,NA,5195.2001953125,NA,9707.5400390625,NA,4365.16015625,NA,NA,NA,NA,NA
"12-JUN-2024",2024-06-12 10:35:25,"2024-06-12","10H 35M 25S","Unknown","2.16.0","Unknown","",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,1.89,0.6,1.94,6.56,0.68,6.55,3.61,NA,3.12,NA,5.58,NA,8.5,NA,3.86,NA,5.47,NA,111144.1484375,65955.26171875,110525,87263.0390625,64970.671875,88205,12276.7197265625,NA,10244.2001953125,NA,10482.8798828125,NA,9719.240234375,NA,10543.240234375,NA,9882,NA,NA,NA,NA,NA
"11-JUN-2024",2024-06-11 10:00:17,"2024-06-11","10H 0M 17S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,4.62,1.03,4.98,8,0.86,8.07,4.24,NA,3.48,NA,6.19,NA,9.45,NA,4.28,NA,5.83,NA,111595.5,66139.5234375,110912,86436.1640625,65221.640625,87040,12159.759765625,NA,10195.919921875,NA,10614.7998046875,NA,10174.16015625,NA,10573.740234375,NA,10522.5,NA,NA,NA,NA,NA
"06-JUN-2024",2024-06-06 09:50:15,"2024-06-06","9H 50M 15S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,4.25,0.46,3.97,9.91,0.84,9.64,6.1,NA,5.59,NA,8.08,NA,13.25,NA,5.31,NA,9.48,NA,110205.5546875,66732.6484375,108231,80612.515625,67409.453125,78375,10961.33984375,NA,9456.8701171875,NA,8507.939453125,NA,4779.89990234375,NA,8684.259765625,NA,3516.6298828125,NA,NA,NA,NA,NA
"05-JUN-2024",2024-06-05 12:10:57,"2024-06-05","12H 10M 57S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,4.51,0.41,4.5,9.39,0.76,9.18,5.45,NA,5.18,NA,7.41,NA,13.09,NA,5.4,NA,9.07,NA,109842.4609375,66566.7578125,108257,79670.640625,67303.1796875,77603,10899.2998046875,NA,9394.830078125,NA,8458.58984375,NA,4743.23974609375,NA,8755.3798828125,NA,3591.56005859375,NA,NA,NA,NA,NA
"04-JUN-2024",2024-06-04 09:32:43,"2024-06-04","9H 32M 43S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,3.91,0.44,3.88,8.01,0.63,7.9,4.61,NA,4.15,NA,6.24,NA,9.35,NA,3.96,NA,5.23,NA,114677.296875,66885.8125,112444,85608.1484375,68012.9140625,82535,11937.0595703125,NA,10417.080078125,NA,10584.8701171875,NA,9569.669921875,NA,11065.509765625,NA,9860.2802734375,NA,NA,NA,NA,NA
"03-JUN-2024",2024-06-03 09:45:23,"2024-06-03","9H 45M 23S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,4.19,0.36,3.95,7.53,0.72,7.8,4.28,NA,3.78,NA,6.21,NA,10.2,NA,4.2,NA,7.25,NA,110765.203125,66752.9921875,108755,84886.2265625,67639.453125,82482,11625.4501953125,NA,10126.6201171875,NA,10106.8798828125,NA,8440.259765625,NA,10758.169921875,NA,8436.6103515625,NA,NA,NA,NA,NA
"31-MAY-2024",2024-05-31 10:05:41,"2024-05-31","10H 5M 41S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,3.83,0.58,4.03,8.21,0.83,8.16,4.29,NA,3.9,NA,6.27,NA,10.18,NA,4.38,NA,7.77,NA,111505.03515625,66464.76953125,110076,84070.54296875,67218.140625,82014.5,11636.7294921875,NA,10142.1298828125,NA,10156.9345703125,NA,8688.419921875,NA,10566.3994140625,NA,8536.939453125,NA,NA,NA,NA,NA
"30-MAY-2024",2024-05-30 09:55:52,"2024-05-30","9H 55M 52S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,5.35,0.73,5.58,8.71,0.68,8.53,5.7,NA,5.13,NA,7.15,NA,10.77,NA,4.29,NA,7.74,NA,110679.6640625,66613.1171875,109222,82074.6875,67244.8984375,80004,11481.6298828125,NA,10019.4599609375,NA,10500.26953125,NA,9936.26953125,NA,11017.25,NA,10414,NA,NA,NA,NA,NA
"28-MAY-2024",2024-05-28 14:42:59,"2024-05-28","14H 42M 59S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,6.14,0.73,6.27,11.11,0.94,10.67,7.38,NA,6.91,NA,8.34,NA,10.56,NA,4.77,NA,5.72,NA,111500.02734375,66759.65625,109851,81911.83203125,67313.91015625,79732.5,11624.7451171875,NA,10160.4599609375,NA,10746.314453125,NA,10819.634765625,NA,11145.51953125,NA,11685.9047851562,NA,NA,NA,NA,NA
"23-MAY-2024",2024-05-23 09:46:26,"2024-05-23","9H 46M 26S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,4.38,0.65,4.12,10.49,0.85,10.19,6.51,NA,5.98,NA,8,NA,12.16,NA,4.28,NA,7.47,NA,117051.9375,66744.8515625,115105.5,81522.671875,67562.19921875,79162.5,12128.1147460938,NA,10478.4150390625,NA,9389.189453125,NA,5877.5849609375,NA,10444.4794921875,NA,5092.69970703125,NA,NA,NA,NA,NA
"22-MAY-2024",2024-05-22 16:08:12,"2024-05-22","16H 8M 12S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,3.78,0.5,3.63,9.03,0.72,8.97,6.1,NA,5.44,NA,7.55,NA,10.48,NA,3.9,NA,5.15,NA,108261.796875,66337.734375,107105,73387.6796875,66695.21875,72127,10933.1396484375,NA,9490.7099609375,NA,9415.9794921875,NA,8018.669921875,NA,10417.8095703125,NA,8379.4599609375,NA,NA,NA,NA,NA
