"SAMPLE","DateTime","DATE","TIME","Timepoint","CYT","CYTSN","OP","FSC-A_Gain","FSC-H_Gain","FSC-W_Gain","SSC-A_Gain","SSC-H_Gain","SSC-W_Gain","B530-A_Gain","B530-H_Gain","B585-A_Gain","B585-H_Gain","B695-A_Gain","B695-H_Gain","B780-A_Gain","B780-H_Gain","R670-A_Gain","R670-H_Gain","R780-A_Gain","R780-H_Gain","FSC-A-% rCV","FSC-H-% rCV","FSC-W-% rCV","SSC-A-% rCV","SSC-H-% rCV","SSC-W-% rCV","B530-A-% rCV","B530-H-% rCV","B585-A-% rCV","B585-H-% rCV","B695-A-% rCV","B695-H-% rCV","B780-A-% rCV","B780-H-% rCV","R670-A-% rCV","R670-H-% rCV","R780-A-% rCV","R780-H-% rCV","FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","B530-A","B530-H","B585-A","B585-H","B695-A","B695-H","B780-A","B780-H","R670-A","R670-H","R780-A","R780-H","Blue_LaserDelay","Red_LaserDelay","Blue_AreaScalingFactor","Red_AreaScalingFactor"
"21-MAY-2024",2024-05-21 11:55:18,"2024-05-21","11H 55M 18S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,2.86,0.38,2.67,7.91,0.64,7.83,4.17,NA,3.6,NA,6.17,NA,8.96,NA,3.78,NA,5.1,NA,115094.984375,66609.671875,113285,77824.9453125,67052.6640625,76158,11770.6796875,NA,10274.669921875,NA,10816.109375,NA,10611.66015625,NA,11009.6298828125,NA,10900.41015625,NA,NA,NA,NA,NA
"17-MAY-2024",2024-05-17 09:18:29,"2024-05-17","9H 18M 29S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,2.84,0.27,2.74,7.28,0.61,7.24,4.24,NA,3.91,NA,6.56,NA,11.7,NA,3.95,NA,10.45,NA,114574.4609375,66495.703125,112950,83983.828125,66795.0234375,82512,11745.2998046875,NA,10152,NA,9112.830078125,NA,5484.89990234375,NA,10206.990234375,NA,4611.3701171875,NA,NA,NA,NA,NA
"15-MAY-2024",2024-05-15 10:00:47,"2024-05-15","10H 0M 47S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,3.41,0.37,3.31,7.78,0.65,7.75,5.08,NA,4.55,NA,6.87,NA,12.41,NA,3.81,NA,9.94,NA,113535.2421875,66367.4765625,112168,81021.421875,66608.7109375,79844,11567.6396484375,NA,10005.359375,NA,8942.2197265625,NA,5391.83984375,NA,10083.7998046875,NA,4605.02001953125,NA,NA,NA,NA,NA
"14-MAY-2024",2024-05-14 11:03:16,"2024-05-14","11H 3M 16S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,2.79,0.28,2.73,7.16,0.54,7.15,4.11,NA,3.67,NA,5.75,NA,8.23,NA,3.67,NA,4.53,NA,110399.3828125,66111.4140625,109482,77400.5390625,66100.328125,76680,10974.029296875,NA,9626.0693359375,NA,10684.9794921875,NA,11814.3896484375,NA,11183.6201171875,NA,12961.6201171875,NA,NA,NA,NA,NA
"13-MAY-2024",2024-05-13 11:00:47,"2024-05-13","11H 0M 47S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,2.72,0.41,2.68,7.51,0.62,7.41,4.37,NA,3.77,NA,6.89,NA,10.34,NA,4.41,NA,5.96,NA,115584.5625,66218.70703125,114500,76476.28125,66434.140625,75455.5,11684.669921875,NA,10104.0595703125,NA,10768.169921875,NA,11159.4443359375,NA,10811.509765625,NA,11749.4047851562,NA,NA,NA,NA,NA
"10-MAY-2024",2024-05-10 09:59:27,"2024-05-10","9H 59M 27S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,3.13,0.35,3.11,7.73,0.73,7.89,4.83,NA,4.23,NA,6.67,NA,10.74,NA,4.04,NA,6.98,NA,115735.625,66313.2734375,114438,96580.0625,66528.78125,95378.5,11811.5693359375,NA,10288.76953125,NA,10001.1298828125,NA,7755.70483398438,NA,10285.7294921875,NA,7244.71508789062,NA,NA,NA,NA,NA
"09-MAY-2024",2024-05-09 12:34:26,"2024-05-09","12H 34M 26S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,2.1,0.23,2.08,6.35,0.54,6.18,3.46,NA,2.91,NA,5.3,NA,9.38,NA,3.87,NA,6.83,NA,113303.19140625,66251.734375,112076,91261.54296875,66243.5703125,90455,11466.8247070312,NA,9970.109375,NA,9755.0849609375,NA,7877.66967773438,NA,10302.240234375,NA,7567.294921875,NA,NA,NA,NA,NA
"08-MAY-2024",2024-05-08 10:10:27,"2024-05-08","10H 10M 27S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,3.63,0.38,3.58,8.19,0.7,8.2,5.19,NA,4.63,NA,6.73,NA,9.91,NA,3.91,NA,5.87,NA,111925,66288.7421875,110704.5,91649.29296875,66488.8828125,90467,11340.6298828125,NA,9907.36474609375,NA,9691.634765625,NA,7938.2998046875,NA,10407.6494140625,NA,7950.19970703125,NA,NA,NA,NA,NA
"06-MAY-2024",2024-05-06 11:39:46,"2024-05-06","11H 39M 46S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,3.39,0.34,3.22,7.87,0.74,7.86,5.04,NA,4.62,NA,6.55,NA,9.02,NA,3.77,NA,5.06,NA,109606.31640625,64592.412109375,111199,88203.95703125,65162.0234375,88753.5,11067.08984375,NA,9738.8701171875,NA,10056.1201171875,NA,9635.939453125,NA,10581.6396484375,NA,10297.16015625,NA,NA,NA,NA,NA
"03-MAY-2024",2024-05-03 10:02:56,"2024-05-03","10H 2M 56S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,2.9,0.29,2.85,7.33,0.64,7.42,4.49,NA,3.97,NA,5.95,NA,9.18,NA,3.63,NA,5.31,NA,114588.1171875,66116.2109375,113623,92704.6796875,66055.8828125,92132,11505.599609375,NA,10099.830078125,NA,10302.8701171875,NA,9359.580078125,NA,10584.1796875,NA,9404.349609375,NA,NA,NA,NA,NA
"02-MAY-2024",2024-05-02 11:07:33,"2024-05-02","11H 7M 33S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,4.66,0.41,4.56,9.97,0.82,9.83,7.09,NA,6.68,NA,7.4,NA,10.14,NA,4.44,NA,5.87,NA,113045.6640625,65916,112426,90247.046875,65715.0859375,90175,11411.1298828125,NA,10049.0693359375,NA,10061.759765625,NA,9009.8994140625,NA,10336.5302734375,NA,9204.9599609375,NA,NA,NA,NA,NA
"29-FEB-2024",2024-02-29 10:39:43,"2024-02-29","10H 39M 43S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,4.77,0.66,4.62,10.11,0.75,10.08,6.84,NA,6.08,NA,8.45,NA,13.53,NA,5.34,NA,12.35,NA,109574.8984375,68413.7265625,105113,88157.1015625,66173.75,87433,10877.900390625,NA,9438.05078125,NA,9158.2001953125,NA,6957.10009765625,NA,9588.599609375,NA,6655.31982421875,NA,NA,NA,NA,NA
"28-FEB-2024",2024-02-28 10:14:42,"2024-02-28","10H 14M 42S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,5.48,0.63,5.26,11.43,0.62,11.22,7.36,NA,6.98,NA,9.19,NA,13.85,NA,5.8,NA,12.92,NA,112183.6015625,68489.8828125,107448,94835.8046875,66231.109375,93863,11273.75,NA,9762.8505859375,NA,9359.75,NA,7013.650390625,NA,9565.919921875,NA,6607.43994140625,NA,NA,NA,NA,NA
"27-FEB-2024",2024-02-27 11:23:05,"2024-02-27","11H 23M 5S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,6.65,3.42,4.63,8.85,0.64,8.69,5.21,NA,4.7,NA,7.58,NA,13.57,NA,6.38,NA,13.4,NA,110952.3984375,68514.6953125,106866,93446.703125,66446.546875,92267,11137.4501953125,NA,9559.8505859375,NA,9362.650390625,NA,7413.85009765625,NA,9640.259765625,NA,7248.77978515625,NA,NA,NA,NA,NA
"26-FEB-2024",2024-02-26 11:15:12,"2024-02-26","11H 15M 12S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,4.49,0.66,4.44,10.91,0.68,10.68,6.53,NA,5.83,NA,7.84,NA,10.83,NA,4.27,NA,6.38,NA,112465.2734375,68664.890625,107495.5,94418.9296875,66505.30859375,93118.5,11332.4750976562,NA,9912.2001953125,NA,10267.4501953125,NA,9832.4501953125,NA,10321.919921875,NA,9985.5,NA,NA,NA,NA,NA
"23-FEB-2024",2024-02-23 12:57:10,"2024-02-23","12H 57M 10S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,3.93,0.58,3.94,9.27,0.61,9.24,5.76,NA,5.2,NA,7.3,NA,9.52,NA,4.05,NA,5.3,NA,110359.6015625,68358.9375,106000,92104,66082.734375,91459,11086.7001953125,NA,9600.4501953125,NA,10305.150390625,NA,10701,NA,10237.5,NA,10891.439453125,NA,NA,NA,NA,NA
"22-FEB-2024",2024-02-22 12:57:54,"2024-02-22","12H 57M 54S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,4.25,0.57,4.29,9.78,0.65,9.6,6.04,NA,5.47,NA,7.73,NA,9.96,NA,3.98,NA,5.29,NA,111137.6484375,68649.953125,106190,93372.75,66078.3203125,92693,11143.25,NA,9713.55078125,NA,9874.5,NA,8958.1005859375,NA,10091.33984375,NA,8964.900390625,NA,NA,NA,NA,NA
"21-FEB-2024",2024-02-21 13:24:19,"2024-02-21","13H 24M 19S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,3.76,0.63,3.87,9.2,0.73,9.25,5.49,NA,4.92,NA,7.09,NA,9.82,NA,4.11,NA,5.35,NA,109020.1015625,68699.875,104134,88202.0546875,66084.546875,87616,10817,NA,9353.9501953125,NA,9465.6005859375,NA,8604.2998046875,NA,9916.2001953125,NA,8900.6396484375,NA,NA,NA,NA,NA
"21-FEB-2024",2024-02-21 09:47:30,"2024-02-21","9H 47M 30S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,4.35,0.66,4.33,10.06,0.78,9.92,6.5,NA,5.89,NA,7.95,NA,10.37,NA,4,NA,5.32,NA,111307.69921875,68363.31640625,106883,94659.62890625,66146.24609375,93965,11293.3256835938,NA,9852.75,NA,10050.6752929688,NA,9242.30078125,NA,10355.939453125,NA,9356.1298828125,NA,NA,NA,NA,NA
"20-FEB-2024",2024-02-20 09:48:16,"2024-02-20","9H 48M 16S","Unknown","2.16.0","Unknown","",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,4.06,0.74,3.99,9.2,0.78,9.27,5.77,NA,5.03,NA,7.64,NA,10,NA,4.05,NA,5.51,NA,108298.1015625,68278.984375,104186,91524,66150.4453125,90824,10954.75,NA,9530.8505859375,NA,9906.400390625,NA,9525.05078125,NA,10458,NA,10164.419921875,NA,NA,NA,NA,NA
"19-FEB-2024",2024-02-19 13:31:33,"2024-02-19","13H 31M 33S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,3.39,0.79,3.55,8.78,0.7,8.87,5.35,NA,4.56,NA,6.91,NA,9.68,NA,3.99,NA,5.26,NA,109934,68476.953125,105529,92892.8046875,66466.0703125,91809,11046.1005859375,NA,9658.4501953125,NA,10110.8505859375,NA,10109.400390625,NA,10381.1396484375,NA,10618.01953125,NA,NA,NA,NA,NA
"16-FEB-2024",2024-02-16 11:16:07,"2024-02-16","11H 16M 7S","Unknown","2.16.0","Unknown","",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,3.99,0.58,4,9.04,0.76,8.93,5.47,NA,5.13,NA,7.32,NA,10.02,NA,4.19,NA,5.63,NA,108889,68301.125,104639,90478.5546875,66002.3828125,89958,10888.05078125,NA,9510.55078125,NA,9551.150390625,NA,8582.5498046875,NA,10120.3203125,NA,8866.6201171875,NA,NA,NA,NA,NA
"15-FEB-2024",2024-02-15 10:44:21,"2024-02-15","10H 44M 21S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,4.08,0.74,3.91,9.72,0.7,9.7,6.08,NA,5.46,NA,7.83,NA,10.2,NA,3.85,NA,5.37,NA,110581.8984375,68139.3671875,106508,95027.203125,66141.5859375,94289,11236.05078125,NA,9803.4501953125,NA,9997.75,NA,9269.8505859375,NA,10285.3798828125,NA,9494.099609375,NA,NA,NA,NA,NA
"14-FEB-2024",2024-02-14 13:45:28,"2024-02-14","13H 45M 28S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,4.62,0.88,4.46,10.3,0.73,10.24,6.65,NA,6.1,NA,8.05,NA,9.97,NA,4.17,NA,5.55,NA,112755.5,68201.8984375,108424,98111.3515625,66377.3046875,96916,11578.25,NA,10148.55078125,NA,10545.8505859375,NA,10007.900390625,NA,10440.3603515625,NA,9891,NA,NA,NA,NA,NA
"12-FEB-2024",2024-02-12 13:35:58,"2024-02-12","13H 35M 58S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,6.47,0.68,6.02,11.68,0.72,11.65,7.95,NA,7.69,NA,9.39,NA,11.19,NA,4.2,NA,5.53,NA,109948.72265625,68560.09765625,105356,94133.27734375,66319.0390625,93178,11180.9501953125,NA,9795.47509765625,NA,10020.2250976562,NA,8898.650390625,NA,10341.4501953125,NA,8881.740234375,NA,NA,NA,NA,NA
"09-FEB-2024",2024-02-09 10:20:16,"2024-02-09","10H 20M 16S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,4.65,0.59,4.36,9.73,0.65,9.64,6.35,NA,6.11,NA,7.72,NA,9.88,NA,3.83,NA,5.36,NA,109555.8984375,68348.7734375,105128,89714.40625,65977.234375,89238,10998.25,NA,9567.1005859375,NA,9742.55078125,NA,8721.75,NA,10200.9599609375,NA,8859.0595703125,NA,NA,NA,NA,NA
"08-FEB-2024",2024-02-08 10:59:07,"2024-02-08","10H 59M 7S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,6.6,0.64,6.38,11.73,0.72,11.64,8.28,NA,8.1,NA,9.02,NA,10.78,NA,4.07,NA,5.24,NA,108442.5,68127.4296875,104362,89826.0546875,65888.921875,89426,10950.400390625,NA,9554.05078125,NA,9793.30078125,NA,9016.1005859375,NA,10320.66015625,NA,9237.0595703125,NA,NA,NA,NA,NA
"07-FEB-2024",2024-02-07 12:51:13,"2024-02-07","12H 51M 13S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,3.36,0.36,3.25,7.73,0.55,7.77,4.73,NA,4.38,NA,6.54,NA,9.4,NA,3.87,NA,5.25,NA,110250.3515625,68364.6171875,105688,89672.3515625,65879.1796875,89387,11092.5,NA,9562.75,NA,9796.2001953125,NA,9145.150390625,NA,10197.1796875,NA,9219.419921875,NA,NA,NA,NA,NA
"05-FEB-2024",2024-02-05 11:06:28,"2024-02-05","11H 6M 28S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,3.52,0.93,3.54,7.7,0.57,7.48,4.69,NA,3.82,NA,6.54,NA,8.73,NA,4.33,NA,5.42,NA,111204.625,68157.0078125,107072.5,95502.078125,66160.3203125,94777,11322.3256835938,NA,9881.75,NA,10702.4501953125,NA,11064.2250976562,NA,10679.1298828125,NA,11240.4599609375,NA,NA,NA,NA,NA
"02-FEB-2024",2024-02-02 10:15:16,"2024-02-02","10H 15M 16S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,4.98,0.68,4.8,10.61,0.75,10.34,6.82,NA,6.29,NA,8.38,NA,10.62,NA,4.35,NA,5.36,NA,107721.4453125,68497.3203125,103235,89681.0546875,65910.625,89207,10809.75,NA,9433.7001953125,NA,10055.75,NA,10308.05078125,NA,10388.7001953125,NA,10733.939453125,NA,NA,NA,NA,NA
"01-FEB-2024",2024-02-01 10:57:02,"2024-02-01","10H 57M 2S","Unknown","2.16.0","Unknown","",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,5.19,0.64,4.9,10.62,0.71,10.5,6.57,NA,5.89,NA,8.23,NA,9.8,NA,3.84,NA,5.09,NA,108365.546875,68488.6328125,103748,91763.25,66164.484375,90915,10986.650390625,NA,9570,NA,10290.650390625,NA,10679.25,NA,10464.2998046875,NA,10975.8603515625,NA,NA,NA,NA,NA
"31-JAN-2024",2024-01-31 09:52:15,"2024-01-31","9H 52M 15S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,4.43,0.85,3.97,10.09,0.7,9.93,6.49,NA,6.06,NA,8.03,NA,10.01,NA,4.03,NA,5.19,NA,104966.4453125,68382.44921875,100529,94890.1796875,66209.40234375,93919.5,11114.9750976562,NA,9701.9501953125,NA,10392.8754882812,NA,10782.2001953125,NA,10659.599609375,NA,11303.4599609375,NA,NA,NA,NA,NA
"30-JAN-2024",2024-01-30 11:45:03,"2024-01-30","11H 45M 3S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,5.51,0.6,5.29,10.28,0.7,10.14,6.78,NA,6.23,NA,8.26,NA,9.74,NA,4.03,NA,4.9,NA,114218.5,68607.0859375,109228,99757.1015625,66388.8046875,98586,11539.1005859375,NA,10106.5,NA,10927.2001953125,NA,11459.3505859375,NA,10902.7802734375,NA,11741.939453125,NA,NA,NA,NA,NA
"26-JAN-2024",2024-01-26 10:17:05,"2024-01-26","10H 17M 5S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,6.35,0.57,6.14,11.67,0.69,11.56,8.57,NA,8.12,NA,9.85,NA,11.29,NA,3.85,NA,5.08,NA,108108.1015625,68339.078125,103887,91502.25,65882.890625,91103,10832.9501953125,NA,9475.75,NA,10000.650390625,NA,9765.75,NA,10328.2197265625,NA,10156.8603515625,NA,NA,NA,NA,NA
"25-JAN-2024",2024-01-25 10:01:56,"2024-01-25","10H 1M 56S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,3.46,0.34,3.4,7.75,0.53,7.69,5.03,NA,4.6,NA,6.45,NA,9.01,NA,3.83,NA,4.94,NA,109778.1953125,68428.8671875,105181,90114.6015625,65984.84375,89618,11030.150390625,NA,9629.4501953125,NA,10196.400390625,NA,10257.30078125,NA,10441.6201171875,NA,10519.740234375,NA,NA,NA,NA,NA
"24-JAN-2024",2024-01-24 10:26:16,"2024-01-24","10H 26M 16S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,2.83,0.36,2.77,6.99,0.57,7.07,4.42,NA,3.86,NA,6.21,NA,8.63,NA,3.73,NA,4.81,NA,110297.375,68414.359375,105755.5,93179.90234375,65840.63671875,92924.5,11098.30078125,NA,9680.2001953125,NA,10337.05078125,NA,10723.4750976562,NA,10507.1396484375,NA,11001.6899414062,NA,NA,NA,NA,NA
"22-JAN-2024",2024-01-22 11:15:01,"2024-01-22","11H 15M 1S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,3.57,0.65,3.66,8.94,0.67,8.87,5.44,NA,4.7,NA,6.89,NA,9.15,NA,4.19,NA,5.25,NA,111049.296875,68412.53125,106582,96889,66183.4375,96088,11221.55078125,NA,9825.2001953125,NA,10737.25,NA,11328.8505859375,NA,10886.400390625,NA,11779.740234375,NA,NA,NA,NA,NA
"18-JAN-2024",2024-01-18 11:55:39,"2024-01-18","11H 55M 39S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,3.01,0.38,3.07,7.41,0.57,7.44,4.57,NA,4.2,NA,6.04,NA,8.72,NA,3.8,NA,4.97,NA,110403.296875,68377.921875,105902,95903,65924.546875,95479,11186.75,NA,9777.3505859375,NA,10400.8505859375,NA,10428.400390625,NA,10677.240234375,NA,10605.419921875,NA,NA,NA,NA,NA
"17-JAN-2024",2024-01-17 11:42:00,"2024-01-17","11H 42M 0S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,4.25,0.59,4.17,8.74,0.65,8.79,5.75,NA,5.15,NA,7.18,NA,9.37,NA,3.87,NA,4.91,NA,111055.9453125,68277.5625,106755,97128.25,66095.3515625,96410,11292.6005859375,NA,9893.3505859375,NA,10690.8505859375,NA,10924.30078125,NA,10911.599609375,NA,11214,NA,NA,NA,NA,NA
"11-JAN-2024",2024-01-11 09:42:44,"2024-01-11","9H 42M 44S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,3.51,0.55,3.52,9.26,0.72,8.8,5,NA,4.3,NA,6.58,NA,9.5,NA,4.87,NA,5.72,NA,109107.5,68534.3828125,104496,97270.3515625,66189.9921875,96317,11272.30078125,NA,9857.1005859375,NA,10382,NA,10297.900390625,NA,10512.1796875,NA,10323.1796875,NA,NA,NA,NA,NA
"04-JAN-2024",2024-01-04 13:33:43,"2024-01-04","13H 33M 43S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,3.34,0.36,3.35,7.39,0.59,7.47,4.59,NA,4.18,NA,6,NA,8.96,NA,3.43,NA,4.49,NA,108649.125,68480.33203125,104096,91262.27734375,65778.8984375,91032,10907.6254882812,NA,9537.37548828125,NA,10592.9750976562,NA,11779.0756835938,NA,10715.669921875,NA,12286.259765625,NA,NA,NA,NA,NA
"03-JAN-2024",2024-01-03 13:42:35,"2024-01-03","13H 42M 35S","Unknown","2.16.0","Unknown","",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,4.84,0.59,4.8,10.18,0.68,9.97,6.39,NA,5.9,NA,7.63,NA,9.27,NA,4.09,NA,4.94,NA,112052.5,68623.5625,107160,97309.5,66145.4375,96559,11308.55078125,NA,9954.25,NA,10983.75,NA,12059.650390625,NA,10699.919921875,NA,12364.3798828125,NA,NA,NA,NA,NA
"02-JAN-2024",2024-01-02 11:25:07,"2024-01-02","11H 25M 7S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,3.75,0.41,3.71,8.45,0.61,8.45,5.27,NA,4.68,NA,10.56,NA,25.06,NA,5.04,NA,15.07,NA,108013.57421875,68544.78515625,103392,93595.328125,66226.8828125,92724.5,10889.5,NA,9513.4501953125,NA,9220.55078125,NA,6696.8251953125,NA,10200.9599609375,NA,6049.88989257812,NA,NA,NA,NA,NA
