"SAMPLE","DateTime","DATE","TIME","Timepoint","CYT","CYTSN","OP","FSC-A_Gain","FSC-H_Gain","FSC-W_Gain","SSC-A_Gain","SSC-H_Gain","SSC-W_Gain","B530-A_Gain","B530-H_Gain","B585-A_Gain","B585-H_Gain","B695-A_Gain","B695-H_Gain","B780-A_Gain","B780-H_Gain","R670-A_Gain","R670-H_Gain","R780-A_Gain","R780-H_Gain","FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","B530-A","B530-H","B585-A","B585-H","B695-A","B695-H","B780-A","B780-H","R670-A","R670-H","R780-A","R780-H","Blue_LaserDelay","Red_LaserDelay","Blue_AreaScalingFactor","Red_AreaScalingFactor"
"29-NOV-2018",2018-11-29 08:32:34,"2018-11-29","8H 32M 34S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,102908.71875,66218.4375,101744.5,97756.5625,67420.64453125,95120,8383.6806640625,NA,7345.4404296875,NA,7655.04052734375,NA,8091.3603515625,NA,8824.1591796875,NA,8592.2900390625,NA,NA,NA,NA,NA
"28-NOV-2018",2018-11-28 09:44:46,"2018-11-28","9H 44M 46S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,101449.53125,65918.578125,100811,93595.6875,66836.5390625,91861,8138.88037109375,NA,7138.080078125,NA,7387.2001953125,NA,7817.76025390625,NA,8600.1494140625,NA,8429.849609375,NA,NA,NA,NA,NA
"27-NOV-2018",2018-11-27 09:34:34,"2018-11-27","9H 34M 34S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,99149.9609375,65692.390625,99077,96032.1640625,67655.9765625,93189,8611.2001953125,NA,7472.16015625,NA,6608.16015625,NA,5011.2001953125,NA,7985.759765625,NA,4895.4697265625,NA,NA,NA,NA,NA
"26-NOV-2018",2018-11-26 15:34:40,"2018-11-26","15H 34M 40S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,104077.609375,65789.9140625,103605,91653.125,66690.6171875,90085,8524.80078125,NA,7401.60009765625,NA,6508.80029296875,NA,4904.64013671875,NA,7873.099609375,NA,4891.53955078125,NA,NA,NA,NA,NA
"19-NOV-2018",2018-11-19 08:34:30,"2018-11-19","8H 34M 30S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,109125.3828125,65959.5703125,108415,98148.9609375,66908.4140625,96301,8889.1201171875,NA,7768.80029296875,NA,7600.3203125,NA,7008.48046875,NA,8632.8994140625,NA,7037.31982421875,NA,NA,NA,NA,NA
"15-NOV-2018",2018-11-15 09:00:56,"2018-11-15","9H 0M 56S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,105976.78125,66065.703125,105208,97254.7265625,67123.8125,95090,8827.2001953125,NA,7704.00048828125,NA,7548.48046875,NA,7030.080078125,NA,8660.4091796875,NA,7142.11962890625,NA,NA,NA,NA,NA
"13-NOV-2018",2018-11-13 08:48:21,"2018-11-13","8H 48M 21S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,103499.30859375,66161.17578125,102514.5,95812.56640625,67200.55078125,93570.5,8568,NA,7486.56005859375,NA,7393.68041992188,NA,6880.3203125,NA,8636.1748046875,NA,7155.2197265625,NA,NA,NA,NA,NA
"12-NOV-2018",2018-11-12 08:50:59,"2018-11-12","8H 50M 59S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,104914.359375,65768.578125,104617,94073.76171875,66734.92578125,92348.5,8501.7607421875,NA,7449.84008789062,NA,7356.96044921875,NA,6941.52026367188,NA,8644.689453125,NA,7257.39990234375,NA,NA,NA,NA,NA
"09-NOV-2018",2018-11-09 09:13:46,"2018-11-09","9H 13M 46S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,105491.75,65940.8828125,104796,94302.7265625,66767.7578125,92725,8736.48046875,NA,7632.00048828125,NA,7431.84033203125,NA,7031.5205078125,NA,8441.6396484375,NA,7140.8095703125,NA,NA,NA,NA,NA
"08-NOV-2018",2018-11-08 08:44:23,"2018-11-08","8H 44M 23S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,110683.3046875,66230.578125,109550,102571.203125,67274.78125,100003,9105.1201171875,NA,7992.00048828125,NA,8189.2802734375,NA,8219.5205078125,NA,8799.26953125,NA,8116.759765625,NA,NA,NA,NA,NA
"07-NOV-2018",2018-11-07 08:59:04,"2018-11-07","8H 59M 4S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,108276.80859375,66284.85546875,107084.5,98100.72265625,67265.671875,95781,8883.3603515625,NA,7807.68017578125,NA,7949.52026367188,NA,7993.4404296875,NA,8703.6396484375,NA,8077.45947265625,NA,NA,NA,NA,NA
"06-NOV-2018",2018-11-06 09:03:07,"2018-11-06","9H 3M 7S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,110256.515625,66390.5703125,108927,100091.5234375,67435.4140625,97471,8995.6806640625,NA,7938.72021484375,NA,8161.92041015625,NA,8187.84033203125,NA,8627.6591796875,NA,8030.2998046875,NA,NA,NA,NA,NA
"05-NOV-2018",2018-11-05 09:07:13,"2018-11-05","9H 7M 13S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,111831.7265625,65934.015625,111128,100029.6015625,66929.5234375,98102,8920.80078125,NA,7865.2802734375,NA,8084.16015625,NA,8238.240234375,NA,8622.419921875,NA,8145.57958984375,NA,NA,NA,NA,NA
"02-NOV-2018",2018-11-02 08:59:48,"2018-11-02","8H 59M 48S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,109647.7265625,66143.19921875,109093.5,97466.40234375,67204.18359375,95318.5,8808.48046875,NA,7754.400390625,NA,8039.5205078125,NA,8226.00048828125,NA,8579.189453125,NA,8156.0595703125,NA,NA,NA,NA,NA
"01-NOV-2018",2018-11-01 08:27:25,"2018-11-01","8H 27M 25S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,111217.92578125,66130.44921875,110349,97681.68359375,67158.875,95455.5,8811.3603515625,NA,7778.16040039062,NA,8035.2001953125,NA,8306.64013671875,NA,8584.4296875,NA,8281.8193359375,NA,NA,NA,NA,NA
"31-OCT-2018",2018-10-31 08:29:46,"2018-10-31","8H 29M 46S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,110457.62109375,66004.16796875,109690,98416.8046875,66991.9609375,96482.5,8801.2802734375,NA,7734.240234375,NA,8148.24047851562,NA,8516.16015625,NA,8733.76953125,NA,8528.099609375,NA,NA,NA,NA,NA
"30-OCT-2018",2018-10-30 08:37:55,"2018-10-30","8H 37M 55S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,108700.4140625,66538.8046875,106974,97333.921875,67597.984375,94436,8788.3203125,NA,7778.88037109375,NA,8030.88037109375,NA,8292.9599609375,NA,8690.5400390625,NA,8453.4296875,NA,NA,NA,NA,NA
"29-OCT-2018",2018-10-29 09:31:20,"2018-10-29","9H 31M 20S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,109727.34765625,66039,109141.5,99226.80078125,67038.1640625,97191,8664.48046875,NA,7612.56030273438,NA,7848.00048828125,NA,8164.08032226562,NA,8501.8994140625,NA,8281.16455078125,NA,NA,NA,NA,NA
"26-OCT-2018",2018-10-26 08:44:46,"2018-10-26","8H 44M 46S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,109614.05078125,66176.9453125,108350,102564.72265625,67293.0625,100003.5,8920.80078125,NA,7911.3603515625,NA,8185.68041992188,NA,8552.88037109375,NA,8766.51953125,NA,8585.7392578125,NA,NA,NA,NA,NA
"25-OCT-2018",2018-10-25 08:50:04,"2018-10-25","8H 50M 4S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,106715.703125,66182.3125,105660,99374.40625,67292.1875,96917,8782.560546875,NA,7735.68017578125,NA,7735.68017578125,NA,7490.88037109375,NA,8668.26953125,NA,7647.77978515625,NA,NA,NA,NA,NA
"24-OCT-2018",2018-10-24 09:00:51,"2018-10-24","9H 0M 51S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,106837.640625,66120.890625,105796,100782.7265625,67233.25,98277,8835.8408203125,NA,7787.5205078125,NA,7788.96044921875,NA,7593.1201171875,NA,8715.4296875,NA,7743.40966796875,NA,NA,NA,NA,NA
"23-OCT-2018",2018-10-23 08:55:19,"2018-10-23","8H 55M 19S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,106663.8359375,66162.7578125,105421,100810.0859375,67388.1875,98122,8844.48046875,NA,7824.96044921875,NA,7896.96044921875,NA,7675.2001953125,NA,8694.4697265625,NA,7773.53955078125,NA,NA,NA,NA,NA
"22-OCT-2018",2018-10-22 09:27:58,"2018-10-22","9H 27M 58S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,108865.125,66026.9921875,108133,100516.3203125,66868.015625,98686,8976.9599609375,NA,7935.84033203125,NA,7967.5205078125,NA,7797.60009765625,NA,8680.0595703125,NA,7727.689453125,NA,NA,NA,NA,NA
"19-OCT-2018",2018-10-19 08:45:28,"2018-10-19","8H 45M 28S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,112647.0859375,65956.7421875,112055,101550.2421875,66983.90625,99509,9084.9599609375,NA,8004.96044921875,NA,7761.60009765625,NA,7024.3203125,NA,8418.0595703125,NA,6636.45947265625,NA,NA,NA,NA,NA
"18-OCT-2018",2018-10-18 08:37:30,"2018-10-18","8H 37M 30S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,107581.56640625,65938.0078125,106810.5,99911.5234375,67057.68359375,97771.5,8802.00048828125,NA,7760.88012695312,NA,7698.240234375,NA,7124.40014648438,NA,8511.0693359375,NA,7047.7998046875,NA,NA,NA,NA,NA
"17-OCT-2018",2018-10-17 08:10:08,"2018-10-17","8H 10M 8S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,110802.515625,66021.828125,109955,98477.28125,67135.8046875,96256,8785.4404296875,NA,7827.84033203125,NA,7912.80029296875,NA,7408.80029296875,NA,8551.6796875,NA,7066.1396484375,NA,NA,NA,NA,NA
"16-OCT-2018",2018-10-16 08:47:36,"2018-10-16","8H 47M 36S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,112681.20703125,66076.87890625,111701,101134.8046875,67261.453125,98819.5,9096.48046875,NA,8011.44018554688,NA,7853.76025390625,NA,7248.96044921875,NA,8590.9794921875,NA,7024.2197265625,NA,NA,NA,NA,NA
"15-OCT-2018",2018-10-15 09:46:47,"2018-10-15","9H 46M 47S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,111731.625,66377.515625,110393,98582.40625,67506.5078125,95963,9171.3603515625,NA,8081.2802734375,NA,7868.16015625,NA,7195.68017578125,NA,8490.109375,NA,6940.3798828125,NA,NA,NA,NA,NA
"12-OCT-2018",2018-10-12 08:48:32,"2018-10-12","8H 48M 32S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,109227.7578125,65934.640625,108875,99944.64453125,67203.51953125,97700.5,9059.0400390625,NA,7979.04052734375,NA,7716.24047851562,NA,7134.48022460938,NA,8397.75439453125,NA,6935.1396484375,NA,NA,NA,NA,NA
"31-AUG-2018",2018-08-31 09:10:08,"2018-08-31","9H 10M 8S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,116073.234375,66248.2734375,114702,101498.40625,67308.1171875,98568,8962.560546875,NA,7950.240234375,NA,7810.560546875,NA,7352.64013671875,NA,8275.26953125,NA,7173.5595703125,NA,NA,NA,NA,NA
"30-AUG-2018",2018-08-30 09:01:58,"2018-08-30","9H 1M 58S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,114873.8515625,66402.265625,113608,100337.765625,67807.1328125,97084,8987.0400390625,NA,8006.400390625,NA,7837.92041015625,NA,7431.84033203125,NA,8260.859375,NA,7320.27978515625,NA,NA,NA,NA,NA
"29-AUG-2018",2018-08-29 09:09:35,"2018-08-29","9H 9M 35S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,114022.546875,66135.8125,112984,100969.203125,67788.99609375,97883,9109.4404296875,NA,8031.60034179688,NA,7925.04028320312,NA,7516.80029296875,NA,8490.7646484375,NA,7550.83984375,NA,NA,NA,NA,NA
"28-AUG-2018",2018-08-28 09:29:03,"2018-08-28","9H 29M 3S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,115775.6640625,66062.7734375,114958,99370.0859375,67419.6171875,96764,9234.720703125,NA,8156.16015625,NA,8074.080078125,NA,7704.00048828125,NA,8431.1591796875,NA,7561.31982421875,NA,NA,NA,NA,NA
"27-AUG-2018",2018-08-27 09:34:07,"2018-08-27","9H 34M 7S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,112020.09375,65649.8359375,112007,97119.3671875,67154.1953125,94649,8884.80078125,NA,7875.3603515625,NA,7814.88037109375,NA,7549.92041015625,NA,8366.9697265625,NA,7549.52978515625,NA,NA,NA,NA,NA
"24-AUG-2018",2018-08-24 08:42:46,"2018-08-24","8H 42M 46S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,116706.59375,66055.48828125,115835.5,99113.76171875,67418.89453125,96551.5,9318.240234375,NA,8262.720703125,NA,8238.96044921875,NA,8000.64013671875,NA,8364.349609375,NA,7632.0595703125,NA,NA,NA,NA,NA
"23-AUG-2018",2018-08-23 08:52:43,"2018-08-23","8H 52M 43S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,116423.12890625,66244.4140625,115226,98977.68359375,67553.2265625,96478.5,9247.6806640625,NA,8245.4404296875,NA,8227.4404296875,NA,8110.080078125,NA,8322.4296875,NA,7777.4697265625,NA,NA,NA,NA,NA
"22-AUG-2018",2018-08-22 09:02:29,"2018-08-22","9H 2M 29S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,115830.265625,66112.40625,114872,100251.3671875,67466.25,97685,9266.400390625,NA,8143.2001953125,NA,8455.6806640625,NA,8775.3603515625,NA,8482.25,NA,8403.6494140625,NA,NA,NA,NA,NA
"21-AUG-2018",2018-08-21 09:09:50,"2018-08-21","9H 9M 50S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,112940.10546875,66164.88671875,111939.5,98164.0859375,67528.1015625,95472,9154.080078125,NA,8038.080078125,NA,7705.4404296875,NA,7027.2001953125,NA,8225.4892578125,NA,6886.01489257812,NA,NA,NA,NA,NA
"17-AUG-2018",2018-08-17 09:17:35,"2018-08-17","9H 17M 35S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,116947.2890625,66086.60546875,115975.5,99802.8046875,67350.4140625,97337.5,9321.1201171875,NA,8225.2802734375,NA,8546.400390625,NA,8907.8408203125,NA,8446.8798828125,NA,8327.669921875,NA,NA,NA,NA,NA
"16-AUG-2018",2018-08-16 09:18:50,"2018-08-16","9H 18M 50S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,114626.3359375,65996.2109375,113903.5,95288.40234375,67049.0390625,93371.5,9025.919921875,NA,7970.400390625,NA,8242.560546875,NA,8336.16015625,NA,8428.5400390625,NA,7962.1796875,NA,NA,NA,NA,NA
"14-AUG-2018",2018-08-14 14:28:31,"2018-08-14","14H 28M 31S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,116083.2421875,65853.5078125,115647,97359.84375,66764.265625,95700.5,9622.080078125,NA,8398.080078125,NA,6995.5205078125,NA,4867.2001953125,NA,7638.60961914062,NA,4434.349609375,NA,NA,NA,NA,NA
"08-AUG-2018",2018-08-08 08:57:50,"2018-08-08","8H 57M 50S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,115680.1171875,66214.9140625,114763,96140.1640625,67065.078125,94153,9217.4404296875,NA,8134.560546875,NA,8442.720703125,NA,8557.919921875,NA,8381.3798828125,NA,8119.3798828125,NA,NA,NA,NA,NA
"07-AUG-2018",2018-08-07 15:56:55,"2018-08-07","15H 56M 55S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,112807.2421875,65745.6640625,112526,87392.1640625,66305.84375,86588,8660.16015625,NA,7608.96044921875,NA,7873.92041015625,NA,7934.400390625,NA,8064.35986328125,NA,7844.27978515625,NA,NA,NA,NA,NA
"07-AUG-2018",2018-08-07 08:59:52,"2018-08-07","8H 59M 52S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,109100.81640625,65650.4140625,108918.5,88472.1640625,66374.03515625,87444,8673.84033203125,NA,7663.68017578125,NA,8022.240234375,NA,8200.80078125,NA,9126.76953125,NA,8932.8896484375,NA,NA,NA,NA,NA
"06-AUG-2018",2018-08-06 13:32:33,"2018-08-06","13H 32M 33S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,108570.28125,63615.703125,111719,82775.5234375,64580.16015625,83883,8540.640625,NA,7515.3603515625,NA,7358.400390625,NA,6733.4404296875,NA,8539.8896484375,NA,7368.74951171875,NA,NA,NA,NA,NA
"03-AUG-2018",2018-08-03 09:35:56,"2018-08-03","9H 35M 56S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,400,NA,440,NA,410,NA,470,NA,410,NA,380,NA,108837.8203125,65439.23828125,108823,89716.3203125,65952.8046875,88834,9080.640625,NA,7961.76025390625,NA,7737.1201171875,NA,7236.00048828125,NA,8816.2998046875,NA,7734.23974609375,NA,NA,NA,NA,NA
