"SAMPLE","DateTime","DATE","TIME","Timepoint","CYT","CYTSN","OP","FSC-A_Gain","FSC-H_Gain","FSC-W_Gain","SSC-A_Gain","SSC-H_Gain","SSC-W_Gain","B530-A_Gain","B530-H_Gain","B585-A_Gain","B585-H_Gain","B695-A_Gain","B695-H_Gain","B780-A_Gain","B780-H_Gain","R670-A_Gain","R670-H_Gain","R780-A_Gain","R780-H_Gain","FSC-A-% rCV","FSC-H-% rCV","FSC-W-% rCV","SSC-A-% rCV","SSC-H-% rCV","SSC-W-% rCV","B530-A-% rCV","B530-H-% rCV","B585-A-% rCV","B585-H-% rCV","B695-A-% rCV","B695-H-% rCV","B780-A-% rCV","B780-H-% rCV","R670-A-% rCV","R670-H-% rCV","R780-A-% rCV","R780-H-% rCV","FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","B530-A","B530-H","B585-A","B585-H","B695-A","B695-H","B780-A","B780-H","R670-A","R670-H","R780-A","R780-H","Blue_LaserDelay","Red_LaserDelay","Blue_AreaScalingFactor","Red_AreaScalingFactor"
"20-NOV-2023",2023-11-20 12:44:45,"2023-11-20","12H 44M 45S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,2.57,0.39,2.65,6.77,0.66,6.78,3.9,NA,3.53,NA,6,NA,9.05,NA,4.47,NA,5.78,NA,110597.92578125,66970.9453125,108304,98866.078125,66832.95703125,97064,11657.275390625,NA,10219.6005859375,NA,10490.75,NA,9440.22509765625,NA,10912.19921875,NA,9954.099609375,NA,NA,NA,NA,NA
"17-NOV-2023",2023-11-17 13:15:39,"2023-11-17","13H 15M 39S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,3.11,0.32,3.07,7.31,0.66,7.35,4.35,NA,3.87,NA,6.31,NA,9.75,NA,4.46,NA,6.13,NA,111874.3515625,67219.3515625,109094,99835.40625,67044.7109375,97748,11850.8505859375,NA,10344.30078125,NA,10179,NA,8067.80029296875,NA,10549.5,NA,8106.7998046875,NA,NA,NA,NA,NA
"16-NOV-2023",2023-11-16 14:42:49,"2023-11-16","14H 42M 49S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,2.9,0.32,2.9,7.45,0.62,7.47,4.28,NA,3.64,NA,6.15,NA,9.93,NA,4.6,NA,6.29,NA,108441.71875,67090.5546875,105988,96649.75,66786.7578125,94917,11412.9501953125,NA,9968.75,NA,9886.1005859375,NA,8054.75048828125,NA,10550.7998046875,NA,8391.5,NA,NA,NA,NA,NA
"15-NOV-2023",2023-11-15 13:58:59,"2023-11-15","13H 58M 59S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,2.92,0.32,2.88,7.49,0.59,7.53,4.43,NA,3.89,NA,6.57,NA,9.47,NA,4.68,NA,5.85,NA,109329.8671875,67097.2265625,106839,95840.65625,66804.2109375,94109,11392.650390625,NA,9951.3505859375,NA,9954.25,NA,8443.3505859375,NA,10587.19921875,NA,8923.19921875,NA,NA,NA,NA,NA
"10-NOV-2023",2023-11-10 09:31:07,"2023-11-10","9H 31M 7S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,3.51,0.76,3.29,8.11,0.61,8.05,4.83,NA,4.19,NA,6.59,NA,10.85,NA,4.69,NA,8.45,NA,108018.5703125,67111.21875,105642,93718.578125,66708.54296875,92238.5,11354.9501953125,NA,9896.25,NA,9928.87548828125,NA,8659.400390625,NA,10632.0493164062,NA,9495.19970703125,NA,NA,NA,NA,NA
"09-NOV-2023",2023-11-09 11:51:59,"2023-11-09","11H 51M 59S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,3.64,0.38,3.51,8.04,0.64,8.1,5.15,NA,4.63,NA,6.73,NA,11.38,NA,4.89,NA,8.58,NA,108608.1875,67251.9140625,105767,96129.203125,67148.9453125,93967,11398.4501953125,NA,9945.55078125,NA,10087.650390625,NA,8914.6005859375,NA,10683.3994140625,NA,9774.69921875,NA,NA,NA,NA,NA
"07-NOV-2023",2023-11-07 14:33:48,"2023-11-07","14H 33M 48S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,3.46,0.34,3.41,8.24,0.71,8.16,5.06,NA,4.59,NA,6.88,NA,11.03,NA,4.7,NA,8,NA,108153.421875,67154.3671875,105551,95924.75,66974.96875,93855,11391.2001953125,NA,9970.2001953125,NA,10131.150390625,NA,9063.9501953125,NA,10696.3994140625,NA,10002.19921875,NA,NA,NA,NA,NA
"03-NOV-2023",2023-11-03 12:05:20,"2023-11-03","12H 5M 20S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,4.21,0.36,4.15,8.82,0.74,8.4,5.92,NA,5.61,NA,6.95,NA,9.79,NA,4.14,NA,5.53,NA,108710.02734375,67198.2734375,106025,97297.90234375,67240.58984375,94804.5,11571,NA,10104.3256835938,NA,10026.75,NA,8521.650390625,NA,10853.69921875,NA,9120.14990234375,NA,NA,NA,NA,NA
"01-NOV-2023",2023-11-01 14:28:32,"2023-11-01","14H 28M 32S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,4.05,0.46,3.7,7.9,0.83,8.08,6.47,NA,6.44,NA,7.35,NA,8.46,NA,3.91,NA,4.73,NA,108579.359375,67222.1875,105892,100311,67383.0234375,97751,11856.650390625,NA,10416.80078125,NA,11430.3505859375,NA,12149.55078125,NA,11372.3994140625,NA,13052,NA,NA,NA,NA,NA
"30-OCT-2023",2023-10-30 12:29:42,"2023-10-30","12H 29M 42S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,4.99,0.36,4.87,9.48,0.69,9.4,6.31,NA,5.98,NA,7.5,NA,9.54,NA,4.71,NA,5.7,NA,104855.640625,67138.84375,102391,91618.25,66838.7890625,89912,11001.150390625,NA,9635.25,NA,9722.25,NA,8582.5498046875,NA,10271.2998046875,NA,9237.7998046875,NA,NA,NA,NA,NA
"27-OCT-2023",2023-10-27 10:18:41,"2023-10-27","10H 18M 41S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,5.55,0.28,5.52,9.49,0.62,9.39,7.03,NA,6.54,NA,8.08,NA,10.52,NA,5.27,NA,6.47,NA,105375.51171875,67219.8125,102832.5,89970.328125,66891.1875,88209.5,11098.30078125,NA,9636.7001953125,NA,9432.25,NA,7496.50048828125,NA,10324.599609375,NA,8000.849609375,NA,NA,NA,NA,NA
"26-OCT-2023",2023-10-26 13:36:00,"2023-10-26","13H 36M 0S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,4.61,0.29,4.51,8.83,0.63,8.82,5.72,NA,5.21,NA,6.95,NA,9.99,NA,4.8,NA,6.37,NA,104637.09375,67030.0078125,102311,90746.8046875,66817,89042,11117.150390625,NA,9691.80078125,NA,9590.30078125,NA,7772.00048828125,NA,10314.19921875,NA,8231.599609375,NA,NA,NA,NA,NA
"25-OCT-2023",2023-10-25 10:07:19,"2023-10-25","10H 7M 19S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,3.51,0.3,3.4,8.25,0.64,8.3,4.92,NA,4.46,NA,6.54,NA,8.98,NA,4.21,NA,5.37,NA,108062.28125,67066.0703125,105647,93356.8046875,66805.328125,91652,11234.6005859375,NA,9831,NA,10187.7001953125,NA,9243.75,NA,10701.599609375,NA,10019.099609375,NA,NA,NA,NA,NA
"20-OCT-2023",2023-10-20 09:59:45,"2023-10-20","9H 59M 45S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,3.75,0.27,3.73,8.41,0.62,8.32,5.28,NA,4.84,NA,6.82,NA,9.16,NA,4.45,NA,5.67,NA,105342.9609375,67049.2421875,102959,89379.453125,66609.88671875,88034.5,10954.75,NA,9506.2001953125,NA,9800.55078125,NA,8776.8505859375,NA,10526.099609375,NA,9757.7998046875,NA,NA,NA,NA,NA
"19-OCT-2023",2023-10-19 12:47:07,"2023-10-19","12H 47M 7S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,3.62,0.26,3.53,8.14,0.57,8.15,5,NA,4.51,NA,6.61,NA,9.45,NA,4.32,NA,5.56,NA,106025.578125,66958.8828125,103817,89415.703125,66415.234375,88319,10963.4501953125,NA,9494.6005859375,NA,9890.4501953125,NA,9072.650390625,NA,10524.7998046875,NA,9987.8994140625,NA,NA,NA,NA,NA
"18-OCT-2023",2023-10-18 10:33:51,"2023-10-18","10H 33M 51S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,4.24,0.27,4.19,8.59,0.63,8.52,5.56,NA,5.15,NA,7.06,NA,9.31,NA,4.55,NA,5.8,NA,106692.390625,66889.796875,104526,88609.5,66260.4140625,87682,11020,NA,9606.25,NA,9897.7001953125,NA,9193,NA,10465,NA,9935.8994140625,NA,NA,NA,NA,NA
"17-OCT-2023",2023-10-17 09:48:43,"2023-10-17","9H 48M 43S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,4.08,0.3,4.01,8.79,0.66,8.79,5.54,NA,5.13,NA,6.9,NA,9.88,NA,4.53,NA,5.75,NA,108537.5078125,67032.5234375,106174,93442.3515625,66750.3984375,91834,11363.650390625,NA,9938.30078125,NA,10034,NA,8225.8505859375,NA,10467.599609375,NA,8340.7998046875,NA,NA,NA,NA,NA
"16-OCT-2023",2023-10-16 13:56:08,"2023-10-16","13H 56M 8S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,3.69,0.29,3.62,8.15,0.56,8.2,5.28,NA,4.91,NA,6.67,NA,9.08,NA,4.47,NA,5.37,NA,105016.06640625,66844.09375,103040,85700.078125,66335.671875,84789.5,10737.25,NA,9332.2001953125,NA,9796.2001953125,NA,9427.900390625,NA,10276.5,NA,10203.0493164062,NA,NA,NA,NA,NA
"13-OCT-2023",2023-10-13 09:49:48,"2023-10-13","9H 49M 48S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,3.9,0.34,3.81,8.33,0.64,8.08,4.8,NA,4.23,NA,6.59,NA,9.46,NA,4.45,NA,5.69,NA,109844.62890625,67187.38671875,107252,92628.1796875,67316.125,90211.5,11455,NA,9958.6005859375,NA,10412.4501953125,NA,9803.4501953125,NA,10609.2998046875,NA,10197.19921875,NA,NA,NA,NA,NA
"12-OCT-2023",2023-10-12 11:32:43,"2023-10-12","11H 32M 43S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,3.16,0.36,3.28,7.64,0.61,7.49,4.29,NA,3.32,NA,6.08,NA,8.7,NA,4.57,NA,5.25,NA,112438.39453125,67442.01953125,109328.5,96483.7265625,67803.51171875,93334.5,11672.5,NA,10134.775390625,NA,10863.400390625,NA,10386.3505859375,NA,10890.7495117188,NA,10743.1997070312,NA,NA,NA,NA,NA
"11-OCT-2023",2023-10-11 12:56:29,"2023-10-11","12H 56M 29S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,3.5,0.32,3.5,8.01,0.7,7.89,4.71,NA,4.14,NA,6.44,NA,8.97,NA,4.87,NA,5.61,NA,108256.6484375,67182.94140625,105666.5,92328.02734375,67413.17578125,89925,11130.2001953125,NA,9710.650390625,NA,10336.3256835938,NA,9958.6005859375,NA,10728.8994140625,NA,10589.7998046875,NA,NA,NA,NA,NA
"10-OCT-2023",2023-10-10 11:53:32,"2023-10-10","11H 53M 32S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,3.35,0.38,3.48,7.31,0.59,7.29,4.17,NA,3.32,NA,5.85,NA,9.09,NA,4.65,NA,5.64,NA,107577.75,67155.734375,105056,88042.5546875,67078.796875,86122,10970.7001953125,NA,9514.900390625,NA,10135.5,NA,9744,NA,10488.3994140625,NA,10426,NA,NA,NA,NA,NA
"09-OCT-2023",2023-10-09 10:37:59,"2023-10-09","10H 37M 59S","Unknown","2.16.0","Unknown","",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,3.17,0.59,3.15,7.27,0.65,7.37,4.1,NA,3.42,NA,6.07,NA,10.03,NA,5.01,NA,6.12,NA,110109.2109375,67186.66015625,107503.5,92409.953125,67141.28515625,90361.5,11269.400390625,NA,9874.5,NA,9951.3505859375,NA,8304.150390625,NA,10240.099609375,NA,8158.7998046875,NA,NA,NA,NA,NA
"06-OCT-2023",2023-10-06 10:25:06,"2023-10-06","10H 25M 6S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,4.53,0.84,4.78,8.06,1.15,8.33,4.35,NA,3.67,NA,6.5,NA,10.33,NA,5.25,NA,6.55,NA,102757.5625,67084.0234375,100764,87153.703125,67022.1640625,85483,10585,NA,9243.75,NA,9300.30078125,NA,7635.7001953125,NA,10028.19921875,NA,8005.39990234375,NA,NA,NA,NA,NA
"05-OCT-2023",2023-10-05 09:49:14,"2023-10-05","9H 49M 14S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,6.28,0.33,6.28,10.49,0.67,10.41,7.12,NA,6.79,NA,8.53,NA,10.72,NA,5.47,NA,6.03,NA,101667.6015625,67115.0234375,99376.5,90044.27734375,66872.96875,88367.5,10732.1752929688,NA,9398.900390625,NA,9517.80078125,NA,7863.35009765625,NA,10420.7998046875,NA,8281,NA,NA,NA,NA,NA
"04-OCT-2023",2023-10-04 10:23:06,"2023-10-04","10H 23M 6S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,6.27,0.28,6.24,9.67,0.58,9.48,7.08,NA,6.8,NA,8.18,NA,10.48,NA,4.83,NA,6.15,NA,100825.0234375,67053.7890625,98614,86045.90625,66678.984375,84560,10538.6005859375,NA,9200.25,NA,9303.2001953125,NA,7750.25048828125,NA,10086.69921875,NA,8058.69970703125,NA,NA,NA,NA,NA
"03-OCT-2023",2023-10-03 09:54:34,"2023-10-03","9H 54M 34S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,6.11,0.32,5.94,10.23,0.61,10.15,7.33,NA,6.96,NA,8.59,NA,10.74,NA,5.2,NA,6.3,NA,101611.8046875,66854.015625,99693,84787.3046875,66286.40625,83924,10415.3505859375,NA,9019,NA,9082.80078125,NA,7686.4501953125,NA,9786.3994140625,NA,7859.7998046875,NA,NA,NA,NA,NA
"02-OCT-2023",2023-10-02 11:27:36,"2023-10-02","11H 27M 36S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,6.4,0.33,6.2,10.77,0.61,10.81,7.33,NA,6.95,NA,8.82,NA,10.75,NA,5.05,NA,6.27,NA,99175.203125,66820.03125,97331,85695,66376.96875,84655,10234.1005859375,NA,9005.9501953125,NA,9068.30078125,NA,7560.30029296875,NA,9994.3994140625,NA,8082.099609375,NA,NA,NA,NA,NA
"31-AUG-2023",2023-08-31 11:35:31,"2023-08-31","11H 35M 31S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,5.92,0.3,5.78,9.01,0.65,8.94,6.36,NA,6.12,NA,7.96,NA,9.87,NA,5.29,NA,6.65,NA,100566.484375,66829.515625,98666,88296.3046875,66356.078125,87243,10241.3505859375,NA,9204.6005859375,NA,10560.3505859375,NA,9671.5,NA,12091.2998046875,NA,10575.5,NA,NA,NA,NA,NA
"28-AUG-2023",2023-08-28 13:21:13,"2023-08-28","13H 21M 13S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,8.5,0.37,8.33,9.69,0.76,9.81,7.35,NA,7.32,NA,8.18,NA,9.5,NA,5.31,NA,6.61,NA,100837.109375,67201.65625,98538,91450.0546875,67116.1875,89508,10474.80078125,NA,9462.7001953125,NA,10985.2001953125,NA,10611.1005859375,NA,12389,NA,11839.099609375,NA,NA,NA,NA,NA
"25-AUG-2023",2023-08-25 10:31:45,"2023-08-25","10H 31M 45S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,6.28,0.3,6.16,10.07,0.59,10.08,8.31,NA,8.03,NA,8.82,NA,9.53,NA,5.18,NA,6.07,NA,101466.25390625,66975.84765625,99371,87187.0546875,66472.6171875,86128,10229.75,NA,9177.05078125,NA,10957.650390625,NA,11074.3754882812,NA,12375.349609375,NA,12532.6499023438,NA,NA,NA,NA,NA
"24-AUG-2023",2023-08-24 10:03:28,"2023-08-24","10H 3M 28S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,6.36,0.31,6.22,9.94,0.63,9.71,6.86,NA,6.56,NA,8.1,NA,9.44,NA,5.26,NA,6.17,NA,103641.9921875,66912.671875,101577,88996.65625,66513.6171875,87787,10522.650390625,NA,9471.400390625,NA,11334.650390625,NA,11523.150390625,NA,12359.099609375,NA,12615.19921875,NA,NA,NA,NA,NA
"23-AUG-2023",2023-08-23 09:55:16,"2023-08-23","9H 55M 16S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,6.89,0.31,6.79,10.57,0.59,10.5,8.64,NA,8.08,NA,9.39,NA,10.1,NA,5.89,NA,6.48,NA,100424.65625,66891.10546875,98494,88080.25390625,66373.87109375,86981,10213.80078125,NA,9204.6005859375,NA,11094.6752929688,NA,11422.3754882812,NA,12278.5,NA,12610,NA,NA,NA,NA,NA
"21-AUG-2023",2023-08-21 12:06:34,"2023-08-21","12H 6M 34S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,7.58,0.35,7.39,10.25,0.58,10.31,8.03,NA,7.78,NA,8.84,NA,9.47,NA,5.26,NA,5.79,NA,99914.55078125,66971.53515625,97965,85436.90234375,66455.3125,84353,10148.55078125,NA,9158.2001953125,NA,11167.900390625,NA,11452.8256835938,NA,12571,NA,13179.3994140625,NA,NA,NA,NA,NA
"18-AUG-2023",2023-08-18 11:40:35,"2023-08-18","11H 40M 35S","Unknown","2.16.0","Unknown","Unknown",530,530,530,368,368,368,433,NA,470,NA,460,NA,563,NA,444,NA,459,NA,5.95,0.32,5.91,9.92,0.62,9.89,6.62,NA,6.22,NA,8.24,NA,9.77,NA,5.17,NA,6.39,NA,100998.9296875,67091.33203125,98567.5,88280.3515625,66426.515625,87218.5,10285.5756835938,NA,9211.12548828125,NA,11186.025390625,NA,11465.8754882812,NA,12281.7495117188,NA,12767.2998046875,NA,NA,NA,NA,NA
